0.00 3.10 SPEAKER_03  Hello everybody and welcome to this November.
1518.70 1556.64 SPEAKER_03  And, um, you know, and, and so of course working for Ignatius is what he'd like to do is he just wants to sit in his bedroom, write in his children's exercise books frequently about, um, and again, this is, this is another thing that struck me as a really, this wasn't so much a predictor of, um, modern strange right-wingers, but a, um, a description of a tendency that's been in the case for a long time, which is the idea that modern culture, especially sort of like modern culture that has like pretty girls dancing in it is degenerate and I must go and see it so I can report in its degeneracy.
1557.16 1557.46 SPEAKER_02  Yes.
1557.62 1557.78 SPEAKER_02  Yeah.
1557.80 1561.86 SPEAKER_02  And he's, he's sort of like alarmingly repulsive in some of these.
1561.94 1569.72 SPEAKER_02  He, he is the kind of person who watches a, you know, a sort of review TV program that has children dancing and says all of them should be gassed.
1569.72 1578.92 SPEAKER_02  He, he like sees a movie with a, uh, an actress he's obsessed by, um, and he calls her an abortion and, and, you know, and like shouts for them to rape her.
1579.16 1583.26 SPEAKER_02  He is a horrible, disgusting man at every turn.
1583.72 1607.32 SPEAKER_02  Um, and again, that it really, it prefigures this and the book's kind of interest in almost sort of verging with obsession with, uh, sadomasochism and rape specifically, uh, is it's alarming, but it, it, again, it prefigures a lot of stuff of, you know, stuff that was extant at the time and stuff that's extant now.
1607.80 1613.64 SPEAKER_01  Um, yeah, I think, I think though, like one of the things that's interesting that makes Riley or not you, right.
1613.88 1614.68 SPEAKER_01  Ignatius Riley.
1614.82 1615.94 SPEAKER_01  I should call him Ignatius Riley.
1616.22 1619.38 SPEAKER_02  I only realized this would be a problem now, half an hour in.
1619.38 1633.20 SPEAKER_01  Um, the thing that makes Ignatius like interesting though, and not just sort of this like grotesquerie is that, you know, he is clearly captivated by that, which he despises and he feels compelled.
1633.20 1637.80 SPEAKER_01  Like there's a scene where he's like, I basically like come hell or high water.
1637.98 1641.22 SPEAKER_01  I have to go see this new movie that I know I'm going to hate.
1641.82 1645.82 SPEAKER_01  And when there's a movie that comes out that might actually be good, he's like, no, I have no interest.
1646.02 1658.56 SPEAKER_01  So like, you know, in, and in the same way too, like he venerates, you know, both of us well, both of us was like, uh, you know, uh, gave up most of the world, like didn't engage in like sloth or any sort of vice or whatever.
1658.56 1667.80 SPEAKER_01  And meanwhile, Ignatius, as much as he valorizes this medieval thinker is like a totally discussed, you know, lays around in his bed all day eating cake.
1667.80 1668.52 SPEAKER_01  Right.
1668.70 1673.16 SPEAKER_01  So I think there's something like interesting in that sort of.
1673.90 1675.92 SPEAKER_03  And masturbating, which is described as his hobby.
1676.30 1676.52 SPEAKER_02  Yes.
1676.52 1676.92 SPEAKER_02  Yes.
1677.04 1692.04 SPEAKER_02  In alarming ways, there's repeated descriptions of him violating a women's glove that he just has, which is, it's, it is nasty, but the key conflict going forward is Ignatius needs a job.
1692.12 1693.84 SPEAKER_02  His mother is making him get a job.
1693.84 1698.66 SPEAKER_02  And as he says, employers sense in me a denial of their values.
1698.86 1700.08 SPEAKER_02  They fear me.
1700.48 1705.48 SPEAKER_02  I suspect that they can see that I am forced to function in a century, which I loathe.
1705.94 1731.14 SPEAKER_03  And this is again, like we, when we talk about the, um, the sort of the modern Ignatius as being, as being produced by a kind of, in a sense, like just resentment of the world around him, that he isn't given the kind of, that he doesn't have the kind of, you know, contemplative, but he also gets to masturbate, eat hot dogs and be angry at the movies life of a sort of 14th century monk with a time machine.
1731.42 1736.88 SPEAKER_03  Then again, it's, it's, it is the same reaction or it is to me, it feels like it rhymes.
1736.88 1737.48 SPEAKER_04  Hmm.
1737.74 1743.14 SPEAKER_03  Um, and then, you know, so he, he decides he has to go and get sort of, he has to go and get a job.
1743.66 1756.18 SPEAKER_03  Um, and then he starts writing the journal of a working boy, which he assumes will, um, uh, uh, cause a kind of spontaneous revolution in America against capitalism for feudalism.
1756.18 1766.56 SPEAKER_02  He, he, he says, uh, for the first time in my system, I, uh, for the first time in my life, I have met the system face to face, fully determined to function within its context as an observer and critic in disguise.
1767.44 1773.36 SPEAKER_02  Um, and he, he observes and critiques in disguise getting a job at a pants factory.
1773.64 1777.88 SPEAKER_03  Oh, not just any pants factory, the worst pants factory in New Orleans.
1778.66 1790.86 SPEAKER_02  The pants factory that is a kind of like psychic totem burdening both the owner and his wife, um, which, which sort of entraps two office staff and a number of factory employees.
1791.90 1791.98 None  Hmm.
1792.32 1807.58 SPEAKER_03  Uh, so in, uh, Levy, I think most of the exchanges with Levy pants, especially that feature the owner of Levy pants, Gus Levy are some of my favorites because he is a guy who is just, who hates that he owns this company.
1808.18 1811.74 SPEAKER_03  Um, who's, who's constantly harried by everyone around him.
1811.74 1820.64 SPEAKER_03  Um, and how, and his wife sort of lying on an exercising board full sort of half asleep, be like, you know, you've really stolen my youth.
1820.86 1823.56 SPEAKER_03  And he's like, Oh my God, your children hate you.
1823.86 1825.06 SPEAKER_01  Your children hate you.
1825.18 1826.16 SPEAKER_03  You've stolen my youth.
1826.18 1830.46 SPEAKER_03  And he's like, can you just get off the exercising board and talk to me to leave the board out of this?
1830.60 1830.74 SPEAKER_02  Yeah.
1830.82 1838.62 SPEAKER_02  The, the Levy's are a fantastic, uh, sort of study in like bourgeois contempt and like, you know, the, the death of a marriage.
1838.78 1839.84 SPEAKER_02  It's a, it's a great time.
1839.98 1848.66 SPEAKER_02  Uh, and the whole time she's, she is obsessed with psychotherapy, uh, which she doesn't know anything about and is, is on this like wiggler.
1848.78 1849.52 SPEAKER_02  She's being wiggled.
1849.62 1855.08 SPEAKER_02  She's on the, the sort of like exercise board and she's just sort of like gently wiggling, scolding him.
1856.02 1865.28 SPEAKER_01  Well, I was just going to say the thing about the Levy's that I find really interesting too, is the way that they are this, you know, second generation Jewish family.
1866.24 1880.24 SPEAKER_01  Um, so like Gus Levy, his father was the one who, you know, worked his way up from being an itinerant, you know, uh, pants salesman to, to founding this, you know, this empire that's made him very, very wealthy.
1880.34 1892.64 SPEAKER_01  I mean, it's like stretch to call it an empire being a little sarcastic, but making this factory, you know, Levy pants that, um, you know, has made the family very wealthy, but he was this horrible, horrible person, the father.
1893.34 1905.70 SPEAKER_01  And so the reason that Gus Levy has so much trouble like managing this business is because he's like traumatized by the memory of his, his terrible father.
1905.96 1916.98 SPEAKER_01  And I think it's also, you know, an interesting case study and like, you know, Jews becoming like waspy, secular, you know, members of New Orleans society, right.
1916.98 1918.60 SPEAKER_01  It's about sort of like this integration.
1919.04 1926.84 SPEAKER_01  And so rather than having any sort of religion, like they talk about Christmas, it's like his wife has embraced psychoanalysis, psychoanalysis.
1927.46 1927.86 SPEAKER_00  Yes.
1927.86 1931.86 SPEAKER_01  Which is, you know, so like classic of this, this time period.
1932.54 1933.68 SPEAKER_01  Um, I don't know.
1933.72 1944.54 SPEAKER_01  I just, I think, you know, coming from a family of like Southern Jews myself, um, who, you know, not from New Orleans, but from Mississippi, but stay, you know, same sort of like dynamic.
1944.54 1947.80 SPEAKER_01  Like I just found it so like painfully accurate.
1947.80 1952.58 SPEAKER_01  Like this was basically the house that my grandfather would have grown up in, you know what I mean?
1952.58 1972.72 SPEAKER_01  Like it really, like he, I think that's one of the strengths of the book is that he does paint these like, you know, yes, obviously satirical, but so, such accurate, uh, in their notes, pictures of these, these families, like the Levees, you know, I think it's like, like, oh, I know these people because I might be related to some of them.
1975.22 1975.62 SPEAKER_01  Unfortunately.
1976.00 1976.12 SPEAKER_01  No.
1976.48 1977.26 SPEAKER_01  Um, yeah.
1977.60 1980.14 SPEAKER_02  Sadly, you didn't get the like pants air money.
1980.28 1985.02 SPEAKER_01  No, no, that was all long gone before I ever came onto the scene, but, uh, certainly heard about it.
1985.50 1985.70 SPEAKER_01  Yeah.
1986.44 1990.68 SPEAKER_03  So, um, Ignatius sort of moves around town applying for jobs.
1991.06 1995.10 SPEAKER_03  Uh, and there are other several sort of sub narratives going on here as well.
1995.10 1995.96 SPEAKER_03  It's not just him.
1996.32 1996.80 SPEAKER_03  There's patrol.
1996.92 2006.70 SPEAKER_03  We have the character of his mother who's finally leaving the house and getting some friends because she's not just consumed by her, you know, oafish and terrible son.
2007.26 2009.38 SPEAKER_02  She, she is kind of terrible to him.
2009.46 2011.84 SPEAKER_02  She is a bit of an alcoholic also.
2012.02 2015.78 SPEAKER_02  She keeps a bottle of muscatel in the oven to conceal it from Ignatius.
2015.86 2020.08 SPEAKER_02  And one of the cruelest things he says to her is to, to get your wine out of the oven.
2020.14 2020.94 SPEAKER_02  I think it's done.
2020.94 2027.74 SPEAKER_02  Um, but yeah, they're kind of like mutually toxic on a sort of like mountain goat song level.
2028.74 2030.74 SPEAKER_01  Um, it's very Southern Gothic, right?
2031.06 2032.10 SPEAKER_02  Like, yeah, for sure.
2032.16 2036.86 SPEAKER_02  Well, it's, it's, it's, it's a carnivalesque Southern Gothic is how I would describe this book.
2037.28 2042.04 SPEAKER_02  Um, it, we're taking a lot of the Southern Gothic stuff and we're, we're making it farcical.
2042.16 2043.06 SPEAKER_02  We're subverting it.
2043.06 2051.52 SPEAKER_02  Um, and, and we're being like, damn society through the lens of this kind of quicksotic, uh, strange man.
2052.12 2052.26 SPEAKER_04  Hmm.
2052.90 2062.96 SPEAKER_03  Um, and then of course we also have patrolman Mancuso who is, uh, you know, frequently being put in sort of different getups patrolling the French quarter, trying to arrest suspicious characters.
2062.96 2076.84 SPEAKER_03  Um, and then we also of course have, um, uh, uh, we have then the, the denizens of Levy Pants with the one dedicated employee who's desperately trying to make all of it work, who hires Ignatius for the filing.
2077.28 2086.78 SPEAKER_03  Uh, and, um, Miss Trixie, the sort of an accountant who is desperate to retire, who's mostly asleep, uh, who is being slightly senile.
2086.78 2087.34 SPEAKER_00  Yes.
2087.34 2094.88 SPEAKER_03  Who's being kept on board because she is a kind of person for Mrs. Levy to experiment her psychological theories on.
2095.52 2095.56 SPEAKER_03  Hmm.
2095.98 2097.70 SPEAKER_03  Um, yeah, it is.
2097.86 2108.96 SPEAKER_03  And, and other sort of, and even other, other sub narratives such as, uh, Ignatius's relationship, relationship, mostly correspondence, uh, with his, I'd say liberal other half.
2109.28 2112.40 SPEAKER_02  Myrna, I got, I, I, we got to talk about Myrna Minkoff.
2112.40 2116.78 SPEAKER_02  Uh, so Myrna Minkoff, phew, interesting, right?
2116.78 2117.34 SPEAKER_02  I love her.
2117.88 2121.82 SPEAKER_02  I, I, I feel a little conflicted, right?
2121.86 2129.26 SPEAKER_02  Because this is the thing where Tool tries to take it from just, here is a weird guy to this says something about America.
2129.40 2137.54 SPEAKER_02  And like, the reason why this novel was never published was because publishers thought and, and told him this, that it wasn't in aid of anything.
2137.66 2139.10 SPEAKER_02  There wasn't a point to it.
2139.12 2140.36 SPEAKER_02  There wasn't a narrative to it.
2140.36 2142.94 SPEAKER_02  Uh, and I, I think that's true, right?
2142.96 2143.98 SPEAKER_02  I think that's borne out.
2144.04 2153.20 SPEAKER_02  And part of the reason, part of the way he attempts to sort of remedy this is by having this character who is like, here is the, uh, socialist- Real Ignatius.
2153.82 2157.08 SPEAKER_02  New Yorker opposite of Ignatius.
2157.12 2160.48 SPEAKER_02  And together these two comprise a dramaturgical dyad or whatever the fuck.
2160.48 2168.04 SPEAKER_02  Um, and they had been in an unconsummated relationship in university.
2168.54 2173.80 SPEAKER_02  Um, and since then they kind of exist to taunt each other by mail.
2174.20 2179.98 SPEAKER_02  Um, and she, she's engaged in causes, right?
2179.98 2186.08 SPEAKER_02  And, and, and to all sort of attempt to parody the left of the 1960s, right?
2186.08 2199.94 SPEAKER_02  Uh, as these kind of, particularly the white and particularly the Jewish left of the 1960s as being, uh, masochistic, sex-obsessed, hypocritical, racist, uh, defensive.
2199.94 2205.40 SPEAKER_02  And all of this kind of falls quite flat.
2205.46 2207.68 SPEAKER_02  There's a real sneering tone to it.
2207.74 2210.50 SPEAKER_02  And it's unusually misogynistic here, too.
2211.10 2215.66 SPEAKER_02  Um, like, Myrna, Myrna is, she's described as being masochistic, right?
2215.78 2230.42 SPEAKER_02  Um, you know, the, the, the narrative points out, and I'm not sure if this is in character with Ignatius or not, that, uh, she's, she was only happy when a police dog was sinking its fangs into her black leotards when she was being dragged feet first down stone steps from a Senate hearing.
2230.96 2236.40 SPEAKER_02  Bands of crackers and rednecks had chased her from villages, slashed her tires, whipped her a bit about the arms.
2236.72 2242.96 SPEAKER_02  She had been hunted by bloodhounds, shocked by cattle prods, chewed by police dogs, peppered lightly with shotgun pellets.
2243.24 2249.66 SPEAKER_02  She had loved every minute of it, showing me quite proudly, and I might add suggestively, a fang mark on her upper thigh.
2250.14 2253.72 SPEAKER_02  And, okay, that person exists, but it's just me, right?
2253.72 2262.20 SPEAKER_02  You can't, to generalise from that, to, like, tell a story about, like, American leftists in the 60s.
2262.86 2267.00 SPEAKER_02  It's really trying to do, like, a both sides thing here, right?
2267.06 2268.68 SPEAKER_02  It's both sides of farcical.
2268.96 2275.74 SPEAKER_03  It's a little bit John Kennedy Tool, as you say, falling into the Ignatius Riley character, which is, everybody is an idiot.
2276.16 2282.02 SPEAKER_02  Well, as he wrote it, he felt himself becoming more like him, which is a thing, you know, happens to authors.
2282.02 2288.74 SPEAKER_02  His letters home to his family from Puerto Rico, where he was writing this, get more Ignatius-like.
2288.74 2313.14 SPEAKER_02  Um, uh, but yeah, I, I think it's genuinely a reflection of, of his worldview, which is that, uh, you know, an uncomfortable kind of centrism, uh, that retreats from what politics were happening in America in 1962, no less, and going, well, okay, but, like, all of this is kind of still carnival-esque.
2313.14 2327.50 SPEAKER_02  Um, it's, it's like the people who, if you, if you try to generalize this as a type of guy, right, this is the type of guy that you see on Twitter whose, whose deal is, like, both sides are stupid, and the important thing is that I'm smarter than both of them.
2327.76 2335.24 SPEAKER_03  Yeah, which is, again, and that's the, the, you could say that the Ignatiuses, there, there are Ignatiuses all over the place.
2335.24 2345.80 SPEAKER_03  There are many, of course, uh, people who are, um, sort of, you're, well, not many, but there are very loud, you know, Rod Dreher back to the 1350s trad cats.
2346.02 2352.88 SPEAKER_03  There are also a very many, um, rally to restore sanity people, which is exactly as inward looking.
2353.46 2355.24 SPEAKER_03  And, um, you know, again, like farcical.
2355.24 2360.78 SPEAKER_02  There's a, there's a sort of distinction there, because those people aren't Ignatius Riley, those people are John Kennedy Tool.
2361.06 2361.28 SPEAKER_04  Yeah.
2361.38 2371.06 SPEAKER_02  Um, and, uh, the sort of, the viewpoint of the book is, to me, this kind of moral cowardice, right?
2371.12 2393.06 SPEAKER_02  That happens a few times in this, where, uh, there's an attempt to sort of, like, dabble in, uh, current events, recognize the sort of hazard and comedic potential of doing that, recognize also the comedic potential of refusing to do that and being a sort of man out of time, and then sort of nothing.
2393.42 2401.46 SPEAKER_02  And I think that's where I, I tend to agree with the, you know, the original publishers, or rather non-publishers of this, which is, you know, where is this going?
2401.64 2407.38 SPEAKER_02  What is this in aid of, other than just kind of being a character study or being a farce?
2407.38 2413.30 SPEAKER_03  What I think it's in aid of, really, is all of the sequences at Levy Pants, essentially.
2413.58 2414.86 SPEAKER_03  Yeah, for sure.
2415.26 2442.74 SPEAKER_03  Um, not in aid of anything, but, uh, setting up, uh, this big weirdo, uh, getting a, um, getting a normal job, and then appointing himself Master of Theology and Geometry and Research at this Pants administration factory, um, and creating for himself a sign embroidered with Fleur de Lis, uh, while sort of creating an efficient filing system that it just involves throwing out every file he's given.
2442.74 2443.26 SPEAKER_03  Yeah.
2443.42 2453.96 SPEAKER_02  His sort of, his great innovation here, he decides, um, as he says, if, if Levy Pants was to succeed, the first step would be imposing a heavy hand upon its detractors.
2454.52 2460.70 SPEAKER_02  Levy Pants must become more militant and authoritarian in order to survive in the jungle of modern commercialism.
2460.70 2491.72 SPEAKER_02  So he, he, he being the only one who was doing any administration, starts destroying files, and then when a letter has to go out signed by the absent Mr. Levy, uh, to, to one of the distributors, he alters it as his signature forged, um, and writes this kind of stream of abuse, which, again, is, is very online to them, which ends with, I think, maybe my favourite passage in the novel, We do not wish to be bothered in the future by such tedious complaints.
2492.24 2494.76 SPEAKER_02  Please confine your correspondence to orders only.
2495.26 2500.72 SPEAKER_02  We are a busy and dynamic organisation whose mission, needless effrontery and harassment, can only hinder.
2501.22 2507.44 SPEAKER_02  If you molest us again, sir, you may feel the sting of the lash across your pitiful shoulders, yours in anger.
2509.52 2513.14 SPEAKER_02  Which is also the auto-reply for the contact form on trashfuture.co.uk.
2513.14 2513.30 SPEAKER_02  Yeah.
2516.10 2532.70 SPEAKER_03  Um, yeah, and, and of course the, uh, the, the, this is of course not Ignatius's only job, uh, as he is of course fired when, uh, they realise that he has been abusing their customers, binning all their files, and attempting to, um, attempting...
2532.70 2533.20 SPEAKER_03  Attempting...
2533.20 2535.60 SPEAKER_03  Attempts to lead a civil rights riot.
2535.60 2536.32 SPEAKER_03  Attempts.
2536.32 2536.64 SPEAKER_03  Yeah.
2536.64 2543.42 SPEAKER_03  Um, where he's hoping that they, that everyone, yeah, a, a riot that's supposed to have at least a body count?
2543.66 2558.88 SPEAKER_01  Well, this is an interesting bit because it's, it's, he presents himself as like the leader of this civil rights movement, but his only target is poor Mr. Gonzalez, who is the only person working at Levy Pants.
2558.88 2570.20 SPEAKER_01  And so, you know, when he, uh, because he's trying to get Ignatius to do things, Ignatius decides he's going to organise the workers, but just against this one specific guy.
2571.04 2578.32 SPEAKER_01  And when the workers get into the office and they find out what, you know, what Ignatius's plan is all along, they just sort of abandon him there.
2578.40 2581.52 SPEAKER_01  And of course, um, he's fired eventually for this.
2581.88 2596.10 SPEAKER_02  The joke here, I guess, is that this is, Ignatius has a racist conception of what a civil rights sort of action or protest is, and tries to organise one on that basis to get himself out of work.
2596.50 2596.52 SPEAKER_02  Yeah.
2596.56 2598.30 SPEAKER_03  The crusade for Moorish dignity.
2598.58 2598.76 SPEAKER_01  Yeah.
2598.86 2599.22 SPEAKER_03  Yes.
2599.42 2607.82 SPEAKER_01  And also to, to show his would be, you know, sort of his, his other half, uh, Meyer Minkoff that he can also do political organising.
2608.36 2608.66 SPEAKER_01  Yes.
2608.84 2616.40 SPEAKER_02  He's constantly doing stuff with the aid, with the aim of like writing her a letter that's like, check out the shit I just did.
2616.40 2627.60 SPEAKER_02  It's way more impressive and impactful than you like lecturing at the, at the Y about how, uh, you know, uh, sexual liberation will, uh, will like free us.
2628.40 2638.10 SPEAKER_03  It's also, it's, there's a little bit of the everything I do I'm doing versus someone, which reminds me a lot of the, like, I'm going to buy a Keurig coffee maker and throw it off the balcony.
2638.36 2638.72 SPEAKER_01  Yeah.
2639.00 2639.28 SPEAKER_01  Yeah.
2639.28 2645.92 SPEAKER_02  I will say also that the Levy Pants bit and specifically the, uh, the crusade for Moorish dignity, right?
2645.98 2653.80 SPEAKER_02  Has, I think one of the more revealingly and sort of authorially racist parts of the book, right?
2653.84 2669.72 SPEAKER_02  And there are a few of these, but there's one part where Ignatius sort of like, he, he remonstrates with the entirely black factory workers that, uh, you know, their aspirations to join the middle class, uh, a bourgeois, right?
2669.78 2671.26 SPEAKER_02  Which is, you know, again, very familiar.
2671.72 2675.02 SPEAKER_02  Um, you know, or he sort of calls them liberals, right?
2675.22 2691.26 SPEAKER_02  Um, and then he says, if essentially, if only I could be like you guys and just not have to work and just, you know, be distant from society by, you know, by choice or by accident of birth, then I could just have my creature comforts.
2691.26 2692.86 SPEAKER_02  And you guys are so lucky actually.
2693.50 2701.82 SPEAKER_02  And that to me is like, obviously that's part of Ignatius's character, but I think there's an assumption there that is authorial.
2702.26 2717.70 SPEAKER_02  Um, and I think that's a very Southern one specifically, uh, about what racial dynamics in the South are, what they look like, uh, and you know, the, just the dynamics of work in the South as well.
2717.70 2744.04 SPEAKER_03  Uh, well, again, I guess you think about the, about the author here, the author is ultimately someone who was unable to, unable to reconcile, I think his, his place in the world of, of work and wrote this, wrote, wrote a book that was sort of a satire, but it was trying to satirize his own situation, but from the remove of someone who really ought to be satirized.
2744.04 2744.82 SPEAKER_02  Yeah, absolutely.
2745.18 2752.02 SPEAKER_02  I mean, he, he, he writes, uh, like, um, Ignatius thinks he imagines himself as black, right?
2752.36 2764.62 SPEAKER_02  And he imagines his mother as black and she says, she and I could live most pleasantly in some moldy shack in the slums in a state of ambitionless peace, realizing contentedly that we were unwanted, that striving was meaningless.
2765.40 2782.22 SPEAKER_02  Um, and this idea of like, sort of the Buddha nature or the sort of, uh, the sanctified medieval, uh, sort of cloistered nature, uh, of, of, you know, poverty there is, I don't know.
2782.32 2787.82 SPEAKER_02  It's, it's intended to be funny, but I think it's also, there's, there's a kind of like underlying romanticism there.
2788.30 2796.98 SPEAKER_03  And of course though, uh, Levy Pants is not Ignatius's only job because as we say, the crusade for more dignity does not spark a kind of medievalist revolution.
2796.98 2803.78 SPEAKER_03  Rather, it gets Ignatius fired from Levy Pants again, offhandedly by Gus Levy, who desperately doesn't want to be there.
2804.28 2815.22 SPEAKER_03  Um, and, uh, ends up back wandering the streets looking for a job when he gets a kind of paid in kind role vending hot dogs.
2815.46 2815.98 SPEAKER_02  Yes.
2816.16 2821.28 SPEAKER_02  The, the, the sort of funniest part of the joke here is that he eats most of the hot dogs himself.
2822.00 2822.52 SPEAKER_03  Indeed.
2823.08 2826.94 SPEAKER_03  Um, and, uh, again, sort of creates increasingly fantastic.
2826.98 2831.24 SPEAKER_03  Fantastical stories about being, being robbed by urchins for hot dogs.
2831.54 2831.82 SPEAKER_04  Hmm.
2832.68 2841.22 SPEAKER_03  Um, the, uh, so he, uh, and, and this is of course much to dismay of his mother who says, oh, we have been brought so low.
2841.30 2842.82 SPEAKER_03  My son is selling weenies.
2843.30 2848.16 SPEAKER_03  Um, this also is where the, the various threads of the novel begin to come together.
2848.16 2851.86 SPEAKER_03  Um, where the night of joy, right?
2851.94 2856.28 SPEAKER_03  This, uh, the strip club, um, the proprietress is, has this.
2856.28 2858.70 SPEAKER_03  Um, business relationship.
2858.70 2864.32 SPEAKER_03  I think selling sort of pornographic material buying and selling pornographic material of
2864.32 2882.44 SPEAKER_02  herself specifically. Um, she's, she also, she employs, uh, a recurring character and the only like meaningful black character in the novel Jones as, uh, sort of a porter by coercion, right?
2882.44 2886.42 SPEAKER_02  Because he, he's gotten arrested at the start of the novel in the aftermath of Ignatius.
2886.98 2892.24 SPEAKER_02  Um, and it's sort of, uh, you know, looking for an out from this as well.
2892.62 2900.50 SPEAKER_02  Um, and, and she's trying to run this, uh, this strip act with a bird and a slightly dim stripper.
2900.94 2901.46 SPEAKER_04  Mm-hmm.
2901.86 2903.30 SPEAKER_03  More than slightly, I think.
2903.66 2932.22 SPEAKER_03  Well, um, yeah, but the, uh, so this is the, and when it all comes to head in the hot dog vending cart where, um, again, Ignatius still writing his diary of a working boy sort of versus Myrna, um, must now, uh, now finds these sort of various pornos, um, stuffed in the, in his hot dog cart and he sort of becomes an, um, uh, an unintentional, uh, peddler of, uh, such, um, blue postcards, so to speak.
2932.58 2946.24 SPEAKER_01  Well, it, it all, well, what happens is he has lent this, there's this boat, this book by both is that he's obsessed with that he lends to the policeman and then somehow it ends up in the, I can't remember it now exactly, but it ends.
2946.38 2949.74 SPEAKER_02  Yeah, he, he, it gets, it gets the, the consolation of philosophy.
2949.74 2957.92 SPEAKER_02  It gets stolen from Mancuso in a bus station restroom where he's been ordered to cruise in order to entrap gay men.
2958.04 2962.84 SPEAKER_01  Which is very funny because the gay men keep calling the cops on Mancuso, so he gets arrested.
2963.06 2964.02 SPEAKER_02  I have a lot of this.
2964.30 2965.70 SPEAKER_02  So, so I, I want to talk about.
2965.90 2967.24 SPEAKER_01  I want to say, let me just finish.
2967.36 2971.84 SPEAKER_01  So he, so he like, so this book ends up in this pornographic photo.
2971.84 2977.44 SPEAKER_01  And so when Ignatius Riley sees the pornographic photo, he is like, I have to meet this woman.
2977.66 2982.16 SPEAKER_01  She's the woman of my dreams because she's like beautiful.
2982.24 2985.52 SPEAKER_01  And she's reading this like obscure 14th.
2985.58 2993.56 SPEAKER_01  Well, it's not, I mean, for a medievalist, it wouldn't be obscure, but for any normal member of the public obscure, you know, text, like she is the perfect woman for me.
2993.56 2999.00 SPEAKER_01  And so he barrels into the, the bar basically to find her.
2999.12 3002.48 SPEAKER_01  And then this is where things, you know, all things go tits up basically.
3002.48 3003.40 SPEAKER_02  Yeah, for sure.
3003.48 3010.08 SPEAKER_02  I do want to talk about gays a bit because he has an intervening crusade when, when the crusade for Moorish dignity doesn't work out.
3010.08 3014.84 SPEAKER_02  Um, which is he encounters, uh, a homosexual man.
3015.40 3027.06 SPEAKER_02  Um, and they, like the gay community of New Orleans are very aware that Mancuso, this undercover cop who is being dressed in increasingly ludicrous outfits.
3027.14 3028.10 SPEAKER_02  It's a little bit Thomas Pynchon.
3028.50 3032.06 SPEAKER_02  Um, it's sort of been going around attempting to entrap them.
3032.06 3039.56 SPEAKER_02  Um, and, uh, and one of them says, I'm so glad the police have returned him to the people who truly appreciate him.
3039.80 3042.14 SPEAKER_02  I'm sure he was being wasted wherever he was recently.
3042.62 3043.74 SPEAKER_02  Oh, that accent of his.
3043.92 3048.22 SPEAKER_02  Some people like him best as the British tourist, but I've always preferred his Southern Colonel.
3048.52 3050.48 SPEAKER_02  Sort of being, being entrapped by Colonel J.G.
3050.48 3050.90 SPEAKER_02  Acaster.
3051.06 3052.26 SPEAKER_02  It's really a matter of taste.
3052.50 3055.02 SPEAKER_02  We've had him arrested twice for making indecent proposals.
3055.40 3057.60 SPEAKER_02  That's always wonderfully confusing to the police.
3057.84 3061.68 SPEAKER_02  I do hope that we haven't gotten him in too much trouble for he's close to our hearts.
3062.06 3069.80 SPEAKER_02  Um, but Ignatius, like he sees another gay man dressed as a sailor.
3070.14 3073.96 SPEAKER_02  Um, and he, he deduces that he is impersonating a troop.
3074.48 3083.32 SPEAKER_02  Um, and, and, and this, uh, this guy he's talking to, uh, Dorian sort of jokingly says that's not all he impersonates, which is, is another great line.
3083.32 3102.22 SPEAKER_02  And, and he decides that the way to gain world peace is, uh, through, again, he acted, he accidentally invents a kind of 21st century ideology, which survives in like graffiti and bathroom stalls and in Portland, which is that like all gay sex is inherently liberatory.
3102.80 3108.82 SPEAKER_02  Um, and so his idea is government by homosexuality.
3108.82 3113.28 SPEAKER_02  Uh, everyone else, almost everyone else has had an opportunity to run the world.
3113.42 3116.10 SPEAKER_02  I cannot see why these people should not be given their chance.
3116.78 3118.46 SPEAKER_02  Um, you know what he invented?
3118.54 3119.98 SPEAKER_02  He invented the they, them army.
3120.74 3121.36 SPEAKER_02  Sort of.
3121.40 3121.54 SPEAKER_02  Yeah.
3121.72 3128.98 SPEAKER_02  In, in seeing the success of their unified fellows here, perverts around the world will also band together to capture the military in their respective countries.
3128.98 3137.90 SPEAKER_02  Uh, when we have at last overthrown all existing governments, the world will enjoy not war, but global orgies conducted with the utmost protocol and the truly international spirit.
3138.20 3140.80 SPEAKER_02  These people do transcend simple national differences.
3141.40 3155.86 SPEAKER_02  Um, and so he inveigles Dorian to set him up with a, this is like a speaking opportunity at a party where he's going to announce, uh, this concept, right?
3155.86 3160.48 SPEAKER_02  Um, and what follows is alarmingly homophobic.
3160.58 3181.48 SPEAKER_02  Let me say, um, he goes to this party and to kind of like runs out of description and devolves into dialogue at points where he's like the point that he's trying to make is that gay men are sort of farcical and effeminate and, uh, sadomasochistic and incapable of engaging with serious politics.
3181.48 3185.38 SPEAKER_02  Uh, even when it's presented by a sort of goon like Ignatius.
3185.88 3195.62 SPEAKER_02  Um, and, and so they are, he, he makes his attempt to rally them and, uh, they respond with sort of total disinterest and laughter.
3195.62 3199.20 SPEAKER_02  And there's a strange kind of thing that happens here.
3199.46 3204.18 SPEAKER_02  Uh, also three extremely hostile butch lesbians chase him out of the thing and threaten to beat him up.
3204.18 3206.50 SPEAKER_02  Um, and yeah, of course.
