0.00 3.70 SPEAKER_00  Hello and welcome to the first Left on Red of 2024.
1695.84 1702.72 SPEAKER_00  Um, and in so doing, he realizes the, like, the Copenhagen interpretation, the many worlds interpretation.
1703.06 1709.74 SPEAKER_00  Uh, he synthesizes, uh, his own sort of matrices and, um, and Schrodinger's.
1710.12 1715.48 SPEAKER_00  Uh, and, and what you're left with is this uncertainty principle, right?
1715.50 1720.16 SPEAKER_00  That you can sort of, you have one eye with which to perceive things.
1720.16 1727.60 SPEAKER_00  And as soon as you, like, observe them, you, you fix them so you know the, like, speed of something but not its location or vice versa.
1728.26 1738.24 SPEAKER_00  Ultimately, this, this culminates in this conference where Einstein finds his entire, like, deterministic view of the universe just dynamited because all of a sudden there is no thing.
1738.56 1746.16 SPEAKER_00  There isn't, like, uh, an electron, um, it, it, it is not something that exists independently of observation anymore.
1746.16 1750.16 SPEAKER_00  It's something that you can't even conceive of without observation anymore.
1750.56 1759.96 SPEAKER_00  Uh, it is, all an electron is, is the detection of something in a specific manner by a specific instrument.
1760.52 1768.00 SPEAKER_00  And there is, like, uh, it says between one measurement and the next, there's no point asking how it moves, what it is, or where it's located.
1768.26 1770.84 SPEAKER_00  Like the moon in Buddhism, a particle does not exist.
1771.06 1773.90 SPEAKER_00  It is the act of measuring that makes it a real object.
1773.90 1774.34 SPEAKER_00  Yeah.
1775.08 1780.32 SPEAKER_00  And, and, and imagine, like, having to just, imagine figuring that out.
1780.32 1793.16 SPEAKER_00  It's, this is the thing, the, the sense, again, it's the, the Svartschild thing of having a kind of existential crisis because your idea of what reality is, like, no longer makes sense.
1793.30 1793.78 SPEAKER_00  Right.
1793.86 1798.44 SPEAKER_00  And there's, I think, one of the things, I read this book in, in two sittings.
1798.44 1800.80 SPEAKER_00  The first sitting, I was in quite an anxious state of mind.
1800.80 1801.28 SPEAKER_00  Right.
1801.32 1809.22 SPEAKER_00  And that's where I read the, the Svartschild, but that's where it really struck me was because it, it's sort of trafficking, trafficking in this idea of like a cognitohazard.
1809.36 1809.64 SPEAKER_00  Right.
1809.66 1820.50 SPEAKER_00  Of like, if you think too hard, if you are aware of this thing, this will have like negative implications on you as a person, on your health, on your psyche.
1820.70 1821.18 SPEAKER_00  Right.
1821.18 1843.76 SPEAKER_00  Um, and this sort of, the second half of the book is about broadening that, about going that extra step further of saying, well, okay, if there is this kind of like singularity, if there is this radius at which knowledge starts to break down and we are societally within it and things are breaking down progressively, what, what then?
1843.76 1844.32 SPEAKER_00  Right.
1844.70 1851.50 SPEAKER_00  Um, and the, the answer that quantum mechanics has is, uh, this is fine.
1851.64 1856.46 SPEAKER_00  You know, this is sort of, uh, a many armed goddess playing dice with the world.
1856.54 1856.72 SPEAKER_00  Right.
1856.82 1867.24 SPEAKER_00  Uh, and, and what physics is doing is describing, uh, not sort of like things that exist objectively, but it's describing the act of observing those things.
1867.24 1870.38 SPEAKER_01  Well, I think it's actually also worth pointing out as well.
1870.50 1886.32 SPEAKER_01  Like we've sort of talked about the fact, the one, the one of the, one of the things that's not talked about in the book is how keen Nazis, Nazis were, how keen fascism was to squash this form of interpreting the world.
1886.40 1887.76 SPEAKER_01  They called it Jewish science.
1887.96 1888.38 SPEAKER_00  Yeah, absolutely.
1888.48 1896.26 SPEAKER_00  Because it's comfortable with the kind of ambiguity that is absolutely hostile to, uh, sort of fascist thinking, fascist principles.
1896.26 1896.90 SPEAKER_00  Yeah.
1897.18 1908.20 SPEAKER_01  It says, no, we are going back to the little orbit and the little planet and all of the stuff is, and all of the stuff is real again, by the way, has anybody found the spear of destiny?
1909.20 1909.64 SPEAKER_00  Yeah.
1909.84 1917.30 SPEAKER_00  And I mean, it's interesting too, because Schrodinger, uh, there's another thing in here about people being remembered, not as, not as they choose to be.
1917.30 1917.70 SPEAKER_00  Right.
1917.74 1924.96 SPEAKER_00  So like, uh, God playing dice with the universe is sort of like, uh, it's remembered of Einstein quite falsely in the same way.
1925.20 1926.24 SPEAKER_00  If I, it's, it's, it's, it's, it's, it's, it's, it's, it's, it's,
1926.24 1928.18 SPEAKER_01  it's remembered as like a Churchillian quip. Yeah.
1928.18 1928.26 SPEAKER_00  Yeah.
1928.26 1928.42 SPEAKER_00  Yeah.
1928.42 1928.56 SPEAKER_00  Yeah.
1928.56 1929.08 SPEAKER_00  Being ugly.
1929.16 1929.40 SPEAKER_01  Exactly.
1929.48 1934.26 SPEAKER_01  As opposed to something said defensively and in retreat and in sort of.
1934.34 1946.60 SPEAKER_00  Said after hearing the kind of death sentence for deterministic science that they ended the Copenhagen interpretations presentation with, which is we consider quantum mechanics to be a closed theory.
1946.92 1950.68 SPEAKER_00  It's underlying physics and mathematics are no longer amenable to modification.
1950.68 1960.16 SPEAKER_00  And Einstein tried and tried and tried over the course of these, these days of this conference to make this a thing that like, he could, he could criticize and he could find nothing there.
1960.26 1961.84 SPEAKER_00  There was no inconsistency in the reasoning.
1961.84 1966.06 SPEAKER_00  And so it's this kind of like, uh, horror and contempt.
1966.06 1966.50 SPEAKER_00  Right.
1966.86 1974.44 SPEAKER_00  Um, but by the same token, Evan Schrodinger, if I, if I say that name to you, you're going to say, Oh, the, the guy with the cat, right?
1974.52 1975.14 SPEAKER_00  Schrodinger's cat.
1975.14 1979.68 SPEAKER_00  Um, the cat that is both dead and alive until you open the box and determine which one it is.
1980.24 1987.26 SPEAKER_00  That's also intended to be like a sarcastic criticism of the uncertainty principle, right?
1987.28 1992.36 SPEAKER_00  It's intended to be like, this is such a stupid idea because there is a real cat, right?
1992.38 1994.16 SPEAKER_00  And you can infer it from like other means.
1994.54 2011.72 SPEAKER_00  Um, and the Copenhagen interpretation, Bohr and, uh, and Heisenberg sort of popularized Schrodinger's cat as like, yes, this is a perfect metaphor for what is happening physically, uh, at a, like a subatomic level is, uh, yeah, it's paradoxical.
2011.72 2012.72 SPEAKER_00  It's ridiculous.
2013.18 2014.50 SPEAKER_00  And, and it's true.
2014.74 2019.98 SPEAKER_00  You, you, you measure the thing and that then creates the sort of, uh, result in the meaning, right?
2020.42 2025.58 SPEAKER_00  Um, and until you have measured it in some way, it is, it's in this quantum superposition.
2025.72 2026.48 SPEAKER_00  It's alive and it's dead.
2027.08 2029.54 SPEAKER_01  Um, well, again, it's because it's ultimately right.
2029.54 2036.74 SPEAKER_01  When you think about the classical sort of closed down little, little planets interpretation of, of, um, of, of physics.
2036.74 2047.96 SPEAKER_01  I mean, what this book sort of strongly suggests is that that assumes that, that something that is very human, the concept of meaning itself is germane to an atom.
2048.18 2048.42 SPEAKER_00  Yes.
2048.76 2048.96 SPEAKER_01  Right.
2049.34 2052.64 SPEAKER_01  That atom has meaning independently of us assigning it meaning.
2052.76 2056.30 SPEAKER_01  And it's like, well, no, and that's not because we have the power to assign meaning.
2056.42 2057.82 SPEAKER_01  It's because meaning is a human concept.
2057.94 2058.72 SPEAKER_01  Yes, absolutely.
2058.72 2066.72 SPEAKER_01  You know, um, meaning and being and things like this are, there's not just human concepts, it's specifically embodied concepts.
2066.72 2078.26 SPEAKER_01  And it's in fact, going back to AI, I think it's one of the reasons why artificial general intelligence, something that is self-aware in roughly the same way we are, is kind of a red herring.
2078.26 2091.38 SPEAKER_01  If only because how many of the things that constitute awareness are related to being embodied realistically, of coming into the world and understanding it through the, through the medium of a body.
2091.38 2105.68 SPEAKER_01  Um, how many of those things about volition, about choice, about time, about boredom, about, about the assigning of meaning to things, about a conception of you as one individual relating to other individuals, of me as separate from this microphone.
2105.68 2112.02 SPEAKER_01  How much of that is related to me and my perception of myself as a person in a body?
2112.02 2127.38 SPEAKER_01  And it's the same thing with these kinds of, with the understanding of quantum mechanics that's put forward in this book as saying, well, hang on a second, we want to think of atoms as atoms, not atoms as kind of like also bodies like us, right?
2127.44 2130.92 SPEAKER_01  It's, it's, it's about stopping projecting humanness onto the world.
2131.38 2131.94 SPEAKER_01  That's why it's horrifying.
2131.94 2133.78 SPEAKER_00  Yeah, to smash the box in which he's put the atom.
2133.86 2136.76 SPEAKER_00  And we're back again to, to Schwarzschild's nightmare, right?
2137.12 2139.70 SPEAKER_00  Um, and I'm, I'm just going to read this here.
2139.98 2144.38 SPEAKER_00  Schwarzschild felt overcome by a sense of imminent disaster as the First World War approached.
2144.80 2153.54 SPEAKER_00  In him, this took the peculiar form of a fear that physics would be incapable of explaining the movement of the stars or of finding an order in the universe.
2154.30 2165.30 SPEAKER_00  Is there anything that is truly at rest, something stationary around which the universe revolves, or is there nothing at all to hold onto amid this endless chain of movements in which every single thing seems bound?
2165.66 2176.20 SPEAKER_00  Just imagine how far we have fallen into uncertainty if the human imagination cannot find a single place to lay its anchor, if not a single stone in the world has the right to be considered immobile.
2177.02 2191.28 SPEAKER_00  It was unbearable that there was nothing more than lifeless spheres in the throes of random chance, like the molecules of a gas that float from one place to the other in a completely irregular manner, so much so that their very chaos is being enthroned as principle.
2192.56 2193.70 SPEAKER_01  But that's the, right?
2193.76 2194.64 SPEAKER_01  But that is the problem.
2194.84 2196.06 SPEAKER_01  The chaos is the principle.
2196.20 2196.54 SPEAKER_00  That's what happens.
2196.54 2196.96 SPEAKER_00  Yeah, exactly.
2196.96 2197.22 SPEAKER_00  Yeah.
2198.22 2202.64 SPEAKER_00  And this kind of like, this inability to, to comprehend, right?
2202.70 2206.02 SPEAKER_00  To, when you, as you say, when you cease to understand the world, right?
2206.26 2211.04 SPEAKER_00  Uh, is a terrifying, terrible thing, right?
2211.04 2214.36 SPEAKER_00  And it, it's one that the book suggests is one that will doom us, right?
2214.36 2218.42 SPEAKER_00  It's, it's in the end, this is something that, you know, Harbor will be proven, right?
2218.74 2221.82 SPEAKER_00  Uh, we will succumb to this verger because we will destroy ourselves.
2221.82 2223.88 SPEAKER_00  I don't, I don't agree, right?
2224.26 2231.86 SPEAKER_00  Um, I, I think it is one of a couple of very pointed criticisms I have of the book that I think it is fundamentally like Neo-Malthusian.
2231.86 2241.80 SPEAKER_00  Um, but I think it's very valuable as a sort of like fictionalized explanation of why science is weird now.
2241.86 2253.42 SPEAKER_00  And I think there's a, there are so many applications to this because the way in which we teach science and the way in which we learn science and what science is, um, you know, is, is necessarily abstracted.
2253.42 2254.58 SPEAKER_00  And you see this a lot.
2254.64 2259.66 SPEAKER_00  You see this, for instance, with TERFs who are like, well, you can't change your sex because it's basic biology, right?
2259.98 2265.62 SPEAKER_00  And advanced biology is some sort of like unknowable, possibly woke thing.
2265.94 2282.54 SPEAKER_00  Uh, and you know, if, if an actual biologist is going to explain to me about sex, I'm kind of not going to listen because I'm going to, I'm going to like cleave to the reassuring deterministic view that, you know, sex is some immutable inherent biological characteristic, uh, at least in humans.
2282.54 2286.90 SPEAKER_00  And therefore I'm just going to, I'm just going to live in that kind of ignorance.
2287.52 2290.28 SPEAKER_01  Um, and there's girls wear pink boys wear blue.
2290.40 2294.90 SPEAKER_01  And that is the stone that everything that's the immobile stone, everything orbits exactly.
2295.06 2302.92 SPEAKER_00  And, and what quantum mechanics does is for like, uh, for the atom is that stone melts through your fingers.
2302.92 2303.44 SPEAKER_00  Right.
2303.62 2306.32 SPEAKER_00  And I think this is true of more.
2306.32 2317.98 SPEAKER_00  I might even say all science is that like, as science has developed, as it has progressed, it has always been this case of part of what the scientific method is for, right?
2318.08 2320.34 SPEAKER_00  Is raising more questions, right?
2320.40 2322.52 SPEAKER_00  Testing more claims and then breaking those claims.
2322.80 2329.32 SPEAKER_00  Uh, and this kind of like this lack of understanding, I think you can let it overtake you.
2329.32 2334.14 SPEAKER_00  And I think when it overtakes your worldview, right, that that's the kind of the terror.
2334.26 2336.66 SPEAKER_00  That's the thing that, you know, it gives Harbor nightmares.
2336.78 2344.10 SPEAKER_00  It's the thing that lets Svartschild die, uh, in his field hospital bed is like, I no longer have a context in which I can place this.
2344.20 2345.96 SPEAKER_00  And I, I feel completely unmoored.
2346.04 2349.56 SPEAKER_00  And the sort of your response to that is, yeah.
2349.60 2349.80 SPEAKER_00  Okay.
2349.80 2352.30 SPEAKER_00  You can take a sort of like Buddhist view and be like, this is good.
2352.38 2355.96 SPEAKER_00  This is like liberatory to not have any context whatsoever.
2355.96 2361.92 SPEAKER_00  And I sort of like enter into the realm of the, you know, the dark and the subatomic with perfect sort of like acquiescence.
2362.48 2371.08 SPEAKER_00  Or you can take a kind of futurist view that appeals to me of being like, well, this is how people develop new contexts and new values.
2371.24 2379.78 SPEAKER_00  And the context that like, uh, someone like Svartschild lived in would have been completely foreign to someone earlier than him, probably.
2380.28 2381.86 SPEAKER_00  Uh, and this is like, absolutely.
2381.94 2384.14 SPEAKER_01  I mean, the context is complexity.
2384.14 2384.42 SPEAKER_01  Yes.
2384.42 2385.92 SPEAKER_01  It is more complexity.
2386.46 2388.88 SPEAKER_01  And that's just, that's because the world is more complex.
2389.10 2393.72 SPEAKER_01  It is better to have more complex models if we're going to understand a more complex world.
2393.90 2401.78 SPEAKER_01  So I want to talk for the last little sort of portion of this about the final pages of this book, which I found to be quite confusing.
2401.80 2402.54 SPEAKER_00  The Night Gardener.
2402.80 2403.14 SPEAKER_00  Yes.
2403.62 2440.54 SPEAKER_00  Uh, so, so if you kind of think of the first four fifths of the book as kind of theory, this is like applied, uh, you know, the applied science of this, um, which is a little bit more experimental, uh, short fiction where an unnamed narrator is living in a kind of like, uh, rural part of Chile, which is kind of like, at least alludes to Colonia Dignidad and the kind of like ex Nazis who fled to Chile and to, you know, tortured dissidents there on behalf of, uh, of the regime.
2440.54 2459.12 SPEAKER_00  Um, this narrator sort of exists in a world, which is being battered by the sort of like ambiguities and horrors of modern science, you know, like, uh, going back to, to prasic acid again, they find, for instance, like dead dogs in the street poisoned.
2459.86 2465.36 SPEAKER_00  Um, uh, and they're trying to garden, but they're gardening on top of like a rubbish heap.
2465.36 2467.06 SPEAKER_00  So all the trees are stunted.
2467.06 2488.96 SPEAKER_01  Yeah. And so it was my, my, my sense that I got from the night gardener, right, is coming back to this terrible verdure, you know, of actually when you try to create the garden in your design, you will fail, unpredictable things will happen. And in fact, the worst, uh, excesses of human nature, the poisonings of the dogs and so on are enabled.
2488.96 2541.24 SPEAKER_00  Yes. And there's, there's a particular passage, which is, uh, sort of the key part to me and is the real like linchpin of the, as I say, like Neo Malthusian bit of this. Um, the night gardener once asked me if I knew how citrus trees died when they reach old age, if they are not cut down and they managed to survive drought disease and innumerable attacks of pests, fungi, and plagues, they succumb from overabundance. When they come to the end of their life cycle, they put out a final massive crop of lemons in their last spring, their flowers bud and blossom in enormous bunches and fill the air with a smell so sweet that it stings your nostrils from two blocks away. Then their fruits ripen all at once, whole limbs break off due to their excessive weight. And after a few weeks, the ground is covered with rotting lemons. It is a strange sight, he said, to see such exuberance before death.
2541.34 2578.70 SPEAKER_01  Uh, see, I interpreted this differently. Uh, and that's why I wondered if I, as per usual, I wondered if I sort of missed something. Because my, I sort of saw the visual of the lemon tree at the end as being the kind of flowering of knowledge and the flower and the understanding as going more towards oblivion and death. Is that, and that the great, the great unshackling of knowledge from the sort of classical paradigm of just nice little discrete things orbiting one another in predictable ways that, that yes, that was a flowering of knowledge, but it was also the
2578.70 2582.48 SPEAKER_00  death of certain. So you have like a, you have like a liberatory reading of it then.
2582.80 2599.06 SPEAKER_01  Yeah. That's interesting. Yes. That, that, that, that, that's, that was the sense that I was given when I was reading the part about the gardener is that, is that to fought, is that you think that you are building this tower, but what you don't understand is that the whole time you've building, you've actually been digging, but you are digging towards the truth.
2599.06 2610.18 SPEAKER_00  I, I think it's, I think this is much more nightmarish for me. This is, this is the kind of, yes, it's, it's a kind of like Svartschild nightmare of like the death of objectivity.
2610.56 2651.40 SPEAKER_00  It's also kind of Heisenberg's nightmare of people being atomized. It's Harbour's nightmare of, you know, people being gassed and then sort of this, this verger sort of like overtaking everything after we're all gone. And I think the reason why I think that rather than your interpretation is because the way the narrator responds to this about this kind of like exuberance, this abundance before death, which is, you know, one thing you could suggest about our society, right? Is that we're like engaged in this kind of like unsustainable luxury. It's, it's, you know, you can get this at the end of like David Attenborough documentaries now, if you want.
2652.52 2657.84 SPEAKER_00  But specifically the narrator says, I asked him how long my own citrus had to live.
2658.28 2667.80 SPEAKER_00  He told me that there was no way to know, at least not without cutting it down and looking inside its trunk, but really who would want to do that? And those are the last words of the novel.
2667.88 2718.62 SPEAKER_00  And I think that's the acceptance of ambiguity and complexity. That's the sort of the scientific comfort there is that we may be doomed, that we may have crossed this like event horizon into a kind of like, uh, you know, age of, of, of contradiction and terror and obliteration. And we may be kind of like flowering in abundance as we're doing that, but it's, it's better not to know, you know, that it's, it's, it's more comfortable to appreciate the system as it is as a whole to sort of like, uh, you know, to approach the atom through poetry as, as Heisenberg says at one point, um, rather than, you know, cut it open and look right. Um, because you won't necessarily like the answer you find, it won't bring you any comfort. Um, and what you were, what you're sort of robbing yourself of
2718.62 2757.92 SPEAKER_01  is the present still. Yeah. Yeah. I see that. I get the reason I sort of thought about the, you know, what it was that, that caused me to have the interpretation that I did was the evocation of, um, uh, throughout the novel. One of the, not the, one of the things that is a consistent theme is that the closer you are to certainty, the closer you are to death, but the closer you are to death, the further you are from caring about it in the sense that like, and this is, so I was thinking more about how, you know, it's, uh, in their moments of enlightenment, they find atomic bombs, they see Kali, you know, the various scientists as, as they successfully look into the atom, so to speak,
2757.92 2794.88 SPEAKER_00  you know, that they are confronted with death. I, I, I think in the novel death for the most part is, is sort of a thing of uncertainty. Um, and I, I, I think, uh, like Svartschild dies, uh, sort of like confounded, terrified, imagining like the rings of Saturn coming apart. Uh, you know, this, this thing that like cannot hold anymore in this kind of like, uh, complete, lack of knowledge. Um, whereas, uh, Miss Hervig, the, the girl that Schrodinger is molesting is, is kind of like embracing that uncertainty is, uh, like has lost her fear of the dark,
2794.92 2810.14 SPEAKER_01  as she says. Well, I guess, and I think that's, I suppose that's what the book is about. And I guess that's where the Malthusian bit comes in. It's saying, Hey, we need some of this dark because we can't be dependent. Yeah. Well, it's, it's sort of, I think the thing is, uh, this is
2810.14 2858.56 SPEAKER_00  a very timely book in that it is mournful for the human race. Um, I think it takes as read that, uh, humanity is not going to make it right. Um, I, I think its premise for doing that is, is flawed. Um, but at the same time, like now that people are talking about things like climate grief, for instance, um, I, I think that, uh, there's an interesting thing or set of things to explore in here, regardless of what my, my thoughts on that are sort of scientifically. Um, and I think what this does, uh, is, you know, one of the things that I appreciate about it, one of the things that I think makes it good fiction is that it does make you confront a kind of like existential uncertainty.
2858.56 2882.96 SPEAKER_00  Um, and it does force you to sort of develop your own response to that, which could plausibly be terror. Uh, it, it could be, uh, your sort of like liberate review of it. It could be me like wanting to argue with it. Um, but it's, it's all sort of like, it's all germane to the point that it's making. I think it's making that point quite well. I just disagree with it.
2882.96 2929.90 SPEAKER_01  Well, I, I, you said you did this book in two sittings. I did it. I intended to do it in two, but did it in one. Um, because I found it so like usual, I think like one of my problems with reading is that I get so interested in the, the thrust of what is being said that I so frequently forget, um, how it's being said and the imagery around it. I tried not to do that this time, but I still found myself like pacefully going through the books. I wanted to know what happened next to Heisenberg. He moved to Arizona. Um, and, and so, you know, I, but I found that like the, in so many, so throughout this book that the, the imagery was so forward that it actually, that style of re I didn't have to discipline myself while reading because it became sort of
2929.90 2946.10 SPEAKER_00  impossible to miss. Yeah. I think it changes throughout the book. Like the, the first chapter in particular, the Harbor chapter is, uh, the least fictional and the most kind of like it flits, you know, it goes from like one point to another point, tying them together with like chemicals.
2946.78 2959.44 SPEAKER_00  Um, and I think that like that intrigued me, but I've also like, it reminded me of other things I've read better and worse. Um, and I, I was glad when it kind of settled into this more lyrical,
2959.44 2983.30 SPEAKER_01  more fictionalized rhythm later on. Absolutely. And I, we were thinking about what to read next and you know what? I want to suggest we do blindsight next. All right. Yeah. It's a 1.0 on the blindsight scale. Yeah, exactly. Cause it's a different, um, it's, it's a different way of arguing quite a few of the same things about the limits of what humans can understand. Sure. And
2983.30 2986.46 SPEAKER_00  it's got vampires in it, which this one doesn't. So it clears it effortlessly.
2986.46 2999.42 SPEAKER_01  That's right. Number of that's, well, that's a crucial element of the blindsight scale is how many vampire, how many scientifically derived vampires are in it. Particularly like this,
2999.48 3031.26 SPEAKER_00  this alludes to, uh, linguistics, right. And to language. Um, it, it, but only through the lens of what mathematics or what physics are, right? Like, um, it, what physics is, is, is, uh, you know, potentially descriptive, um, uh, Heisenberg says at one point, the physicist, like the poet should not describe the facts of the world, but rather generate metaphors and mental connections. Um, and I think that's something that in my understanding, blindsight leans into much more.
3031.74 3034.90 SPEAKER_00  Yes. Yes. Well, you're going to find out cause you're going to read blindsight.
3034.90 3082.54 SPEAKER_00  You finally got me to after years, years of friendship and working together, you finally got me to read blindsight. I'm finally going to get you anyway. Anyway. Um, so that was when we cease to understand the world. It's pretty good. It's interesting is, is my contention. And after we do blindsight, it's a page turner and you wouldn't expect it to be a page turner, but it is. That's kind of like Richard and Judy, like book club thing is like, yeah, you know, I could, I couldn't put it down. Um, I think after blindsight, I do want to get you to read something that's like, I guess, meaningful and personal to me on the same way. So I'd like us to read, uh, the man who was Thursday. Okay. Let's do it. Fantastic. Well, thank you so much for, for listening to left on red. Thank you so much for your money as well. Uh, which enables us to buy the books. Um, we love it.
3082.54 3095.98 SPEAKER_00  We do. Um, and, uh, yeah, we, we hope you'll enjoy the rest of the year with us cause we're going to have some, some interesting stuff lined up. I'd like to do the thing that we did where, you know, getting authors back on and interviewing them. Yes. I enjoy that.
3095.98 3107.30 SPEAKER_00  We can, well, let's, you know, let's, let's you and I put our heads together and find some, find some authors, lots of people who are, they hang out in North London. I'm pretty sure, you know, I was walking around, I was grabbing off the street.
3107.76 3114.74 SPEAKER_00  No, we have, we have to make a blind out of, um, I'm doing my like author call. It's like a duck call,
3114.90 3129.46 SPEAKER_01  you know, thank you everybody for listening. Don't forget. There's another $10 left on red coming out soon and it's going to be blindsight too. So if you like blindsight one, to want to hear Alice talking about blindsight. Yeah. Number of times we've talked about
3129.46 3136.72 SPEAKER_00  blindsight going up, up, up. Yeah. And if these trends continue. All right. All right. All right. Bye everybody.
