0.00 15.88 SPEAKER_02  I anticipated the beat a little bit now.
1583.74 1595.44 SPEAKER_03  And even within that context, the statement that was put out by, um, that refused Nick put the equal blame on both Hamas and Israel for the war that is being waged.
1595.82 1601.20 SPEAKER_03  Like, the Israeli left here is kind of, it's, it's a different ball game than previous conflicts.
1601.36 1601.42 SPEAKER_02  Yeah.
1601.42 1609.78 SPEAKER_02  I, I, I do want to note one thing that struck me, which is, uh, sort of calling Netanyahu, like, effectively, like, uh, an Arab lover, right?
1609.78 1633.18 SPEAKER_02  is, like, reminded me of a bit from China Mirville's history of the Russian revolution, um, where he talks about some, some graffiti that's like, um, deposed the Jew Kerensky in store comrade Trotsky, which is funny because Kerensky isn't Jewish and Trotsky is, um, and it's just like, oh, okay, these things are now perfectly inverted where it's like, you know, you know, Netanyahu's problem is he's too soft.
1633.70 1639.56 SPEAKER_01  Or, or by, by being hard in the wrong way, he gave the Arabs what they wanted.
1639.72 1640.08 SPEAKER_01  Exactly.
1640.56 1641.78 SPEAKER_01  That's what I see as well.
1641.88 1642.02 SPEAKER_01  Yeah.
1642.20 1645.38 SPEAKER_01  You know, he was, he was hard but not smart about being hard.
1645.90 1648.86 SPEAKER_01  So, and, and this is also something that I've, I've been thinking of, right?
1649.20 1653.74 SPEAKER_01  So we talk on the show a lot about political processes being only one way, right?
1653.74 1653.76 SPEAKER_01  Right?
1654.24 1656.70 SPEAKER_01  That, that things can only, ratchet up.
1656.86 1662.70 SPEAKER_01  We see that in the UK a lot where like, nothing can ever be refunded but it can always be made more efficient, you know?
1663.28 1665.56 SPEAKER_01  And, in, in the same way, right?
1665.58 1695.04 SPEAKER_01  We see the, when we talked about this in, on our sort of early October episode when we spoke to Seamus last was the history of, of the Israeli government especially in the last couple of decades has been to, um, constantly, especially since 2008, has been constantly to ratchet up tensions and to always escalate with, uh, both, with neighbors, with Palestinians because there really is no other logic remaining.
1695.86 1697.00 SPEAKER_02  And, and with your allies too.
1697.16 1711.76 SPEAKER_02  I mean, this is, this has been the thing with the US time and time and time again is, uh, the US kind of like sets red lines, you go through the red lines, uh, they set new red lines and you kind of go through those until as long as it takes for them to like, actually make any substantive threats.
1711.76 1733.48 SPEAKER_02  Now with Biden in the White House, a man who will say yes to everything, it's just kind of things are progressing to this point where you have Israeli officials talking seriously about this idea of a, a US led multinational peacekeeping coalition in Gaza under IDF operational control, which is, uh, it's lunacy.
1733.60 1734.58 SPEAKER_02  It's pure lunacy.
1735.20 1741.60 SPEAKER_03  No, I mean, for one thing, for one thing, Alice, I think you need to stop with the, with the fucking lies that you're spouting about Biden saying yes to everything.
1741.96 1749.16 SPEAKER_03  I think you should know that he had his officials say that there should not be a forceful displacement from Gaza.
1749.32 1749.96 SPEAKER_03  Yeah, excuse me.
1749.96 1756.16 SPEAKER_03  And I think that's as strong a, a disagreement, um, as anyone has ever given, uh, in this entire war.
1756.36 1760.14 SPEAKER_02  I've sort of like, um, undersold his heroism on that one.
1760.16 1760.50 SPEAKER_02  You're right.
1760.86 1761.06 SPEAKER_02  Um,
1761.08 1761.40 SPEAKER_03  yeah, I know.
1761.44 1763.14 SPEAKER_03  I, I'm, I'm just trying to put it out for the man.
1763.44 1780.76 SPEAKER_03  Um, but this, the, and, and just as well with like the, multitude of different plans that have been put forward by Israel for Gaza, none of which seem to be at all, um, consistent with one another.
1780.76 1781.24 SPEAKER_04  Yeah.
1781.84 1809.48 SPEAKER_03  I, I, I, I'm kind of in awe and I'm wondering, like, I feel like there has to be at some point, something that would make the United States put its foot down, not out of, I guess, um, love for the Palestinians because I don't think it exists, but like the idea that this is beyond optics even for us and my belief about what that, that point would be, um, keeps moving.
1810.02 1832.12 SPEAKER_03  And I don't know what it would be because if, if the only thing they seem to be able to muster up is that they would like not there to be a giant city of refugees in the Northern Sinai for all the Gazans to be, even though apparently there is a port of a USAID official in November asking about the viability of it.
1832.62 1836.60 SPEAKER_03  So clearly they consider this at one point to try and, and temper things down.
1837.56 1844.54 SPEAKER_03  If that isn't, if that isn't like a point in which you would not even consider, then what, what would it be?
1844.76 1845.84 SPEAKER_03  I would like to know.
1846.14 1850.92 SPEAKER_03  I think that's something that an intrepid journalist should ask them directly, but I don't think it's going to happen.
1851.76 1884.04 SPEAKER_01  Well, if you want to talk about other, other plans that have, that they've had, Israeli officials have been reported to hold clandestine talks with Congo and Rwanda to accept sort of Gazans when, and this is Gila Gamliel who said this at the Neset, at the end of the war, the Hamas rule will collapse, there'll be no municipal authorities, the civilian population will be entirely dependent on humanitarian aid, there'll be no work, and 60% of Gaza's agricultural land will become security buffer zones.
1884.76 1891.42 SPEAKER_01  The Gaza problem is not just our problem, the world should support humanitarian emigration because it's the only solution I know.
1892.62 1905.18 SPEAKER_03  I mean, and just, and just to add on to that, Congo then denied that they were having talks, then there were reports that Chad and, yeah, then Rwanda were doing talks and then Chad and Rwanda all denied it.
1905.44 1924.10 SPEAKER_03  Nobody wants to be associated with this, which makes me think that Egypt keeps ratcheting up as maybe the eventual choice because maybe they'll just have them flood the border and they'll force it open because I don't think anybody else is going to take this deal.
1924.10 1929.12 SPEAKER_02  Yeah, and I mean, that's going to potentially collapse the Egyptian government as well.
1929.96 1944.06 SPEAKER_02  I mean, the thing is insoluble as it is because the only possible lasting solution and in some ways it's kind of already too late is to cease the invasion and pull back out of Gaza and then negotiate.
1944.44 1974.64 SPEAKER_02  And that, you know, because the Israelis have ruled that out, all we have left either, you know, sort of dancing around the prospect of kill everyone and then just bulldoze it into the ocean, which I think is the way to interpret all of these like voluntary resettlement schemes, right, is as sort of like more, as ways of laundering that idea, right, is to say, well, we've been through the Rolodex, right, we've tried all of these different countries, these are people who no one will take, therefore, what choice did we have?
1974.92 1975.28 SPEAKER_03  Exactly.
1976.54 1995.86 SPEAKER_02  Yeah, it's either something that's intended to kind of like run cover for that or it's just a, you know, a way of running down the clock, of wasting time, of, you know, saying, well, you know, we're thinking about what the plan is for the day after when there is no plan because there can be no plan and the plan is just to continue killing.
1996.58 1999.96 SPEAKER_01  Well, I say there is a plan, it's just the plan can never be acknowledged.
2000.72 2000.92 SPEAKER_02  Well,
2001.00 2001.58 SPEAKER_01  yeah, I mean,
2001.58 2057.50 SPEAKER_02  this is the thing, like, I don't know, right, I think, like, I sort of change by the day on whether I think that there is like an acknowledged plan anywhere within the Israeli government to, like, forcibly, permanently depopulate Gaza of Palestinians or whether there is, like, it's in such chaos and incompetence that it's sort of, like, lurching towards that accidentally and that's, you know, I worry that that's the kind of question that, like, future historians are going to have to debate about, but, like, in terms of the material effect, it's exactly the same and it's wild because, you know, a lot of genocides in history that, you know, it's, I think it's uncommon amongst them that you can so directly and so obviously lay the blame at, like, one specific dude's, like, door, and Joe Biden here has, like, the single most responsibility for this happening.
2058.10 2058.32 SPEAKER_03  Hmm.
2058.76 2084.58 SPEAKER_03  I, the argument that I keep hearing a lot from liberals, even still, is that, you know, Trump would be, would be far worse for the Palestinians and yet I keep reading, I read an article, like, literally just today from the Huffington Post and the line that a US official who spoke anonymously with the HuffPost, the line that he used was, the problem is no one can rein in Biden.
2085.06 2104.78 SPEAKER_02  Yeah, it's, it's, it's, like, such an individual thing and in some ways it, it, kind of defies, like, a material analysis or whatever because it's just one guy who, I, I don't know, read something that made him like this or, like, is, is just sort of, like, maybe there's...
2104.78 2105.62 SPEAKER_01  Remembering the 70s.
2105.64 2106.84 SPEAKER_01  Yeah, remembering the 70s.
2106.84 2115.16 SPEAKER_03  Remembering what, what, what the times before were because, again, this is the same thing that governs the Israeli feeling of invincibility within its own country.
2115.84 2121.58 SPEAKER_03  If you grew up and you were an adult in the 70s, what was Israel to you?
2121.94 2127.64 SPEAKER_03  You grew up in a country that had beaten back so many different Arab nations, not once but twice.
2128.04 2134.56 SPEAKER_03  Your country not only occupied the West Bank and Gaza but parts of Syria which you would eventually annex.
2135.12 2137.28 SPEAKER_03  You had occupied the Sinai Peninsula.
2137.48 2138.62 SPEAKER_03  You were building settlements there.
2138.70 2139.88 SPEAKER_03  You were displacing Bedouins.
2140.44 2148.02 SPEAKER_03  Your entire life had been governed by this idea that you were the most powerful military in the region if not on the continent.
2148.80 2174.54 SPEAKER_03  Your soldiers were feared and respected and seen as God kings and this idea that you could do anything wrong is a fucking shock to your system and is incomprehensible and Joe Biden you know, didn't grow up in Israel, at least an Israeli but when he talks about how if an Israel didn't exist we would have to create one to pursue our own interests and he says that blatantly.
2174.54 2231.36 SPEAKER_03  like he clearly bogs into this myth himself and I don't and when he talked and he believes Israeli intelligence completely about things like Al-Shifa and the beheaded babies and the rocket strike that hit Al-Ahli Arab Hospital he has no inclination to entertain any other narrative and I this is the thing like, okay Trump obviously is a big fan of Israel but in practice in practice I struggle to see what the difference would be because if Israel is being held back by Biden what I don't understand what because what are the what are the definable effects Israel of Biden's pressure
2231.36 2252.14 SPEAKER_02  they don't even this is the other thing is the flip side of that same coin is that he is providing all of this cover for them he is doing all this for him and they can't stand him they hate him for it because the only people who believe that Biden is exercising effective control on Israel or on the IDF are Israelis no no I mean American
2252.14 2347.16 SPEAKER_03  like like Inamar Ben Veer I follow him on telegram so I get alerts in my phone right and I remember seeing one where he was like you know America's our best friend but we are not a star on the American flag like we we're gonna do what we need to do here like yeah God the definable effects here that Israel is losing its mind over already that it had to do was that it stopped giving vague vague evacuation orders and it made a grid of evacuation orders that it could define which changed absolutely nothing it just meant that there were specific numbers and then they let in more humanitarian aid into Gaza but still not nearly enough to prevent the worst famine that is ongoing in human history and even then the humanitarian aid trucks are not really there to feed people they're doing the absolute bare minimum because that was the quote unquote agreement that Biden and the Israeli government came to about how they would keep supporting the war it's still in furtherance of continuing to massacre people it's not an honest attempt to come to an equilibrium of some kind or to offset effects I'm frustrated like I'm continuous I need to keep myself from getting frustrated because I did this on Chappell Trappes and people said I sounded like Jordan Peterson that's fine
2347.16 2398.92 SPEAKER_02  we don't care so I mean this is the thing though right is the thing that strikes me about Biden the other thing is that this being a kind of like weird individual sort of like set of prejudices that he has means he is so far outside the bounds of the blob right so you get this point where you have these rumblings of CIA associated congresspeople and retired military and stuff having these quite hesitant statements that's like well are we sure this is sustainable you have allies like France even to an extent in the UK being like well you know we support Israel's right to do all of the horrible things but like in a slightly more targeted way and none of it gets through to him
2398.92 2420.84 SPEAKER_01  at all you also have people from the state department like like submitting letters of dissent I'm reminded of the episode we did with Joseph about like the having to be involved in the administration of empire but you are a good like Alger his style liberal and there's no McCarthy to come wash you out of the state department I
2420.84 2447.86 SPEAKER_02  think this is being perceived in the kind of more lib and even pragmatic bits of the US government apparatus as the democratic version of the Muslim ban this is something that is so obviously criminal and self sabotaging and stupid and as with the Muslim ban the effect of this internal dissent and internal protest is
2447.86 2522.66 SPEAKER_01  going to be next to nothing so what I have been doing their jobs anyway that is over statement for effect but having these kinds of mass moral panics in service of an imperial goal even if the imperial goal contravenes the ostensible purpose of empire to increase the prestige power and security of the United States and its associated interests in the world you can see that this is doing the complete opposite of that we talked about pariah states like North Korea we're witnessing the creation of a pariah state right fucking now but going back to the domestic high political response this is self defeating at every single level it's
2522.66 2527.80 SPEAKER_02  poorly managed empire right which of course offends the people who want a well managed empire
2527.80 2552.54 SPEAKER_01  yes precisely and what I want to go back to is something I said earlier which is the logic of only being able to escalate that results in poorly managed empire and that creates these internal fractiousness and so they are unable and unwilling to do anything about it
2552.54 2596.98 SPEAKER_02  you can kind of look at this as the culmination of a long series of failures in the management of empire right by American presidents where sort of like both developments in Israel developments in Gaza and within the federal government all kind of conspired to make it so that Israel had a far-right government whose leash could no longer be pulled on meaningfully right and you know was then supported by a presidential administration that didn't want to do it anyway and this is going to sound like such an axe to grind right but this is true I swear to god this is true a large part of this is directly the fault of Hillary Clinton
2596.98 2599.44 SPEAKER_03  yeah oh oh oh
2599.44 2600.74 SPEAKER_02  please speak
2600.74 2602.20 SPEAKER_03  of it I will
2602.20 2603.32 SPEAKER_02  get too angry oh
2603.32 2623.12 SPEAKER_03  my god this the amount of when she went on when she started talking again god knows why about Hamas and she wrote this op-ed about why Hamas needs to be stopped and she was talking about Palestinian I think like getting different types of loans women yeah
2623.12 2626.26 SPEAKER_02  yeah she worked with like women getting microloans and it's it's like
2626.26 2627.14 SPEAKER_03  oh my god
2627.14 2627.72 SPEAKER_02  microloans
2627.72 2629.36 SPEAKER_03  what the fuck are you talking about
2629.36 2637.36 SPEAKER_02  she was she was secretary of state as a consolation prize after running one of the most racist she's a loser yeah after running one of the most
2637.36 2639.02 SPEAKER_03  two time loser one of the most
2639.02 2678.88 SPEAKER_02  racist presidential campaigns in history losing anyway and then was entrusted with like the job of managing American diplomatic and foreign policy and her sort of party piece for doing that in relation to to Palestine was why don't we try and rig the elections in Gaza to force Hamas out and like maintain the sort of unitary power under the the PA uh which did not work and led to all of the PA's guys in Gaza being killed and Hamas taking power uh it just like because she tried to overturn uh the election I I just like
2678.88 2715.02 SPEAKER_03  no no no no no Hillary Hillary Clinton it it's it's she is I think the most like um malignant aspect of this lack of understanding of the Palestinian existence yeah but it's it's the same bullshit that has permeated the whole view from the west from Israel about what the Palestinians are capable of and function as like basic question and and you you guys can say yes or no depending on what you guys believe are the Palestinians human beings is this true
2715.02 2719.12 SPEAKER_02  yes of course but like I recognize this is
2719.12 2781.12 SPEAKER_03  are they human beings who have thoughts and they have feelings and they have the ability to form social groups like let's let's be real here this is true like this is a basic objective fact so if I am to say to you that the Palestinians who have continuously resisted foreign oppression for 75 years without stop when I present the idea to you that we need to overthrow their elected government and install a new one and we're just going to hope that they're going to like not react most like even if I love Fatah and I love President Mahmoud Abbas and I think Hamas is the worst thing since sliced bread a normal person is going to tell you that sounds like a bad idea that is going to create an infinite amount of problems knockdown effects that we are not going to be perfect because she's incompetent and she doesn't know what she's fucking doing
2781.12 2799.80 SPEAKER_02  Fatah told her this too the Palestinian authority told her this and they didn't want to do it their intelligence services didn't want to do it because they knew it would get a bunch of their guys killed and hand them us even more power in Gaza and she got them to do it anyway which was the predictable result
2799.80 2875.70 SPEAKER_03  currently you see reverberations of this stupidity right now and at least one of the plans that Israel is putting forth that the idea that the people Israel probably doesn't have the manpower and the mandate to annex Gaza at least at this current structure so the plan they're saying is that prominent families in Gaza clans tribes whatever you want to call them can do the governing for us and conduct civil matters even though this was not only a plan that was tried before in the 70s in the West Bank and it didn't work because they were seen as collaborators yeah and not only was this a plan that was put forth on a much larger scale in South Africa with the Bantu stands this was also the reason why Hamas was so popular in 2006 was not only because of opposition to the Fatah and the elected government but also because these prominent families had a lot of outsized power and Hamas promised to reign the men like what they keep doing these plans that they've already tried before and failed because they think that oh this time like they'll get it like what what's the I don't know it's I wish I don't wish that they were better but like I'm wondering why they aren't smarter about
2875.70 2974.76 SPEAKER_02  this this is the thing there is no smart plan left like there is no smart plan that works that doesn't cross some like red line of like this is incompatible with the sort of like broader reason of like what Israel is what the United States is and what their policies are going to be right like for the same reason that the two state solution is dead right because there was no deal that Israel would have agreed to in the same you know by the same token even the offers that they've made in the past they wouldn't agree to now even if there was anyone on the Palestinian side who would take them but it's it's it's the same thing with with Yemen right where this was sort of like the Houthis attacking shipping in the Red Sea was eminently preventable if this is like to take the kind of like well-managed empire view for a second and be like this is something that should have been avoided right it was very easily avoided by the process of having any kind of overarching strategy any kind of plan and the Biden administration doesn't have one it has a thing of like lurching from crisis to crisis and this is the next crisis right and whatever solution you know arises to that is going to be something else that's insane and unsustainable right because the sensible plan there which is like to give the Houthis what they want which is to exercise some meaningful control on Israel is like unacceptable so all we can do is this kind of like impossible shit of we're going to do I guess missile strikes on people who have been getting bombed by the Saudis for years at this point with the same weapons that we're going to attack them with and that's going to do something maybe
2974.76 3023.64 SPEAKER_01  we can only do what we've been doing but bigger and more yes yeah essentially and you know this is this is something I wanted I was thinking about as well we were talking about like well they're they want to just do the Bantustan plan again they've tried that has been tried elsewhere and here and never works because it's basically just corruption lottery for like 22 families or whatever something we did in Pakistan that still has something that was done in Pakistan that still has reverberations to this day right which is that you what the Hillary Clinton style of view here is you is that you've identified the one institution that's causing all the problems you change that institution and then everyone is so distracted by their micro loan business that the poison is removed
3023.64 3077.02 SPEAKER_02  it's interesting by the way we were talking about Trump earlier and how Trump wouldn't be any different and it's as far as Republicans and Democrats go in my reading on this one thing I found is a kind of strange fact which is that the sort of various Palestinian like PA delegations to the US of negotiators found that pretty much the only person who took them seriously was of all people Condoleezza Rice so there's this weird space in or they used to be anyway in the Republican Party where it was possible to like think about these things because the control of what Israel Palestine policy was going to be on the Democratic Party was like you know vice grip tight whereas Republicans didn't give a shit and so therefore you know could be a bit more flexible in their own ways
3077.02 3090.04 SPEAKER_03  I disagree I think Condoleezza Rice was a great friend of the global south and you saw this in the beautiful but star-crossed love of her and Omar Gaddafi
3090.04 3099.40 SPEAKER_02  they were going to create a United States of Africa together she would have been his queen and she was crazier than him and we're back to the Joker you know Lisa
3099.40 3100.54 SPEAKER_05  Lisa
3100.54 3121.98 SPEAKER_01  So just to finish off for the last maybe 10 minutes I wanted to discuss how the sort of body politic of the US and UK were absorbing what's going on because I mean we've spoken about I mean we've been speaking about Bill Ackman for years but he has now become a kind of we've seen him become a sort of a right wing minor celebrity
3121.98 3132.90 SPEAKER_02  again but a bit like Elon Musk like one of these sort of high value targets of radicalization and this is like way downstream culturally of this you know
3132.90 3246.24 SPEAKER_01  and what has been interesting to me at least looking out to the US is that I see now happening but centered in elite universities rather than in a political party kind of what happened in 2018 over here the I'd say widespread acceptance that there is a kind of an actively anti-semitic undercurrent that is somehow infiltrated some previously respectable pillar of society in the UK obviously that was the Labour Party and the US that is now like the woke universities and it's strange because both are about the opinions of opposition to what Israel is doing in Gaza and yet what's sort of strange is that the target of the universities they're actually just big hedge funds they're not actually doing anything to try to meaningfully oppose what Israel is doing in Gaza they're not actually particularly left-wing they're just favorite targets of conservatives and obsessed over by liberals meanwhile in the UK the sort of moral panic tends to be more directed at street protests but in both cases it's being metabolized as this thing happening in the Middle East is being metabolized as there is a clear and present danger to the continuation of a safe society here in either the UK or the US so what I was just going to ask in fact both of you is how do you see these two tendencies as similar or different like do you think I'm off base in seeing like my and comparing what's going on at universities in the US now to what happened here in 2018
3246.24 3356.56 SPEAKER_02  I think the difference is that like where different kind of like different boots different necks right in the UK I think it's very much a hedge against any kind of like mass popular opinion or even like the concept of mass popular protest like we had a very large die-in on Westminster Bridge yesterday and Keir Starmer's response to that being asked about that was well we've had MPs be assassinated before which is nonsense but it's also it also reveals that like these are not people to him okay they're not not people in the same way the Palestinians aren't people to him but they're not people and the people are you know MPs MPs staff they're not serious people yeah for sure and as such they shouldn't have any role in politics and the concept of them having any role in politics even like pretending to die outside the building is threatening and is violent and is sort of like going to destabilize the serious politics being done by the serious politics to us contrast that with the US I think what's happening in the US is an attempt to kind of like lock down future well present and future elite opinion right is to say that like you cannot express any hesitation about Israel's genocide and remain sort of like remain president of Harvard because we're going to find some kind of like academic jaywalking plagiarism bullshit and you can't like do this and remain a student at Harvard or wherever because we're going to have the truck that doxes you and therefore we're going to do our level best to like keep you out of the elite I don't know that that really reflects anything about like the different power structures in those societies other than that in Britain it's more familiar to try and like just kind of track down on protest more generally
3356.56 3370.00 SPEAKER_01  so the reason I draw the comparison is because is because I see them both as kind of sea change moments where this particular idea becomes totally embedded and inescapable
3370.00 3527.32 SPEAKER_03  the similarity I see a lot of similarities but they're both in that they're both distractions from the actual thing that they're trying to attack right I mean they talk obviously the discussion is focused around Israel and the fact that disagreeing with Israel criticizing Israel is like is itself anti-Semitism but with Corbyn it was about you know the idea that he he was he was a socialist and that he was offering a real ideological shift change and therefore him being a Jew hater overwhelmed all of that but here yeah I mean it's about it's obviously it's about Israel but when these anti-Semitism discussions come up they feel exceptionally disconnected from that in of itself it becomes a more vague sort of accusation and what's happening in Gaza is de-emphasized in favor of the concerns about a kind of general quote unquote campus safety whatever that means and it's the same thing with you know the safety within the labor party and the actual safety concerns that they express if I can be frank do not strike me as terribly concerning it's more just about having to witness other people have different opinions than you in public meanwhile what is happening in Gaza the entire educational system has been militarily destroyed IDF soldiers brag about the fact that just blew everything up and they kill professors and university presidents and students there's no I understand the ramifications of these kinds of discussions and how bad they are and that they should be cared about but I'm angry that like you said Alice like a jaywalking violation essentially and yet we have to have these stories come back up about Claudine Gay that I keep having to see and then I go into the comments on reddit on these posts and there are people with thousands of posts talking about like well you know there should not be someone who is plagiarizing who is leading one of our nation's leading institutions like what these are these are conversations they extract them from the primary causes which are major and then they make them into just navel gazing nonsense it happens over and over
3527.32 3602.92 SPEAKER_01  because you're only able to navel gaze when you are in the throes of I think an imperial catastrophe not just a catastrophe for the empire though it is but a catastrophe that the empire is visiting on others you have to start thinking about plagiarism otherwise you will have to think about what's actually happening because the New York Times will have to it loves talking about the plagiarism thing because that is a drama it's a drama it can debate without crossing red lines about its own editorial support for American empire it's the same thing in the UK we can talk about whether or not street protesters are chanting slogans that are exactly in line with what is acceptable right that's how we're metabolizing it right we're metabolizing it as basically are street protesters sufficiently polite and deferential the US is metabolizing it even more ridiculously and abstractly in some kind of a homework debate right there is nothing more I think that they can look at because to look beyond these questions of basically appropriateness will be to look into the real world which they will never do yeah
3602.92 3655.82 SPEAKER_03  they we these discussions about like protest tactics in particular I know I'm preaching to the choir here but whenever somebody brings the fact that blocking roads distracts people from their cause makes people not support them bothering people I guess with chanting on the subway makes people not support them I have literally never heard of a case in which someone who otherwise would have supported Palestine was distracted away from that cause because someone made him late for work or bothered him on the subway by being too loud that is not somebody who otherwise would have entertained your position that is someone who already disagreed with you
3655.82 3674.18 SPEAKER_01  anyway I think that's all we have time for for today but Seamus once again I want to thank you so much for coming and talking to us about this topic and also if people want to hear more Seamus or read more Seamus in this case where can they go
3674.18 3681.88 SPEAKER_03  to Seamus hyphen malagats elite dot com and if they want to see how to spell that they can copy and paste it from this episode
3681.88 3725.32 SPEAKER_01  that's right I also want to thank you out there for listening to the first free episode of 2024 recorded in 2024 and that we will see you on the bonus we have two hosts of well there's your problem guesting Alice unfortunately won't be able to join us because she's busy guesting on a podcast I don't know which one thank you everyone for listening thank you again Seamus for coming on and we'll see you in a few days bye bye bye
3726.08 3732.22 SPEAKER_05  yeah
