0.00 15.98 SPEAKER_02  Hi everyone, welcome to this episode of TF.
1507.58 1512.14 SPEAKER_02  Uh, oh, um, well, he certainly doesn't want, I mean, obviously nothing that's going to work, right?
1512.28 1512.88 SPEAKER_02  Not, not public.
1512.88 1513.18 SPEAKER_03  Oh, of course.
1513.40 1513.58 SPEAKER_03  Yeah.
1513.70 1513.90 SPEAKER_03  Yeah.
1513.90 1514.08 SPEAKER_03  Yeah.
1514.14 1514.34 SPEAKER_03  Yeah.
1514.48 1514.70 SPEAKER_02  Yeah.
1514.70 1514.92 SPEAKER_02  Yeah.
1515.36 1518.10 SPEAKER_02  He wants to work with the private sector to build 7 million new homes.
1518.40 1518.66 SPEAKER_02  Right.
1518.68 1519.50 SPEAKER_02  I'll tell you that.
1519.82 1522.74 SPEAKER_02  And also, um, that apparently it's all about zoning.
1522.86 1523.76 SPEAKER_02  He needs to up zone.
1524.62 1526.86 SPEAKER_02  This is purely Yimby, right?
1526.92 1529.54 SPEAKER_02  It is purely basic Twitter Yimby shit.
1530.10 1530.50 SPEAKER_02  Right.
1530.50 1540.12 SPEAKER_02  Um, but what I think is the most, uh, the most fun one is, uh, that he wants to, uh, he's, he's a big AI guy.
1540.60 1542.20 SPEAKER_02  Of course he fucking is.
1542.40 1551.60 SPEAKER_02  But also the other, but before we go to the AI though, uh, I want to talk about is his platform included diversity, equity, inclusion and inclusion.
1551.60 1558.66 SPEAKER_02  Um, however, it no longer does because what do you mean when you say that his platform
1558.66 1560.06 SPEAKER_03  included it? Was he woke?
1560.12 1561.86 SPEAKER_03  And then Bill Ackman made him stop being woke.
1561.86 1563.50 SPEAKER_02  So this is from Axios.
1563.72 1565.18 SPEAKER_02  This is Democratic presidential candidate.
1565.28 1575.58 SPEAKER_02  Dean Phillips removed a reference to promoting diversity, equity, inclusion on his website after one of his top financial backers, a leading DEI opponent, uh, prodded him publicly on the subject.
1575.58 1584.30 SPEAKER_02  In recent days, users on X, formerly Twitter, alerted Bill Ackman on the inclusion of DEI language as part of the platform section of Phillips's campaign site.
1585.00 1586.64 SPEAKER_03  Weird little snitches.
1587.14 1595.86 SPEAKER_03  Like he's, he's, he's just copied and pasted the likes of corporate, like the modern slavery statement, effectively, the like thing that you have to put in your website.
1596.10 1599.46 SPEAKER_03  If you're a corporate entity, that's like, yeah, we're going to do some woke shit, whatever.
1599.72 1603.22 SPEAKER_03  Um, which is a locus of ideology, right?
1603.22 1606.46 SPEAKER_03  Bill Ackman is not wrong about that being an ideological thing.
1606.82 1617.30 SPEAKER_03  It's just that Bill Ackman's response to it is to, I guess, completely fly off the handle and be like, no, you must update this boilerplate statement so that you don't do any woke shit whatsoever.
1617.66 1625.44 SPEAKER_02  So on Sunday, Ackman replied that he believed Dean, Dean Phillips, quote, didn't understand what DEI was when he made it part of his website.
1625.64 1627.16 SPEAKER_02  I made the same mistake before.
1627.50 1629.40 SPEAKER_03  Oh, he's learning and growing, you know?
1629.40 1636.08 SPEAKER_02  Well, no, he said, he then said minutes later, he posted saying Phillips was now getting educated as we speak.
1636.22 1637.56 SPEAKER_02  Let's look at what he has to say.
1637.98 1638.62 SPEAKER_00  That's so funny.
1638.72 1642.72 SPEAKER_00  They're doing, they're like so close to basically doing like Instagram apology slides.
1642.94 1643.20 SPEAKER_03  Yeah.
1643.60 1652.34 SPEAKER_03  Do you think there's right wing people who are like, it's not my job to educate you about the like, uh, you know, Zionist occupation government, whatever the crank theory is.
1652.34 1656.70 SPEAKER_02  Um, or is it like a right wing, uh, like safety pin box?
1658.80 1659.60 None  You know?
1660.16 1664.36 SPEAKER_03  I actually don't want to do the emotional labor of explaining the protocols to you.
1664.98 1674.06 SPEAKER_02  So this is, um, and then on Tuesday morning, um, Ackman said that, yeah, he didn't understand a DEI until recently.
1674.06 1676.66 SPEAKER_02  And he expected this statement will be revised promptly.
1676.66 1680.60 SPEAKER_02  On Tuesday, the language had been changed to equity and restorative justice.
1680.60 1682.30 SPEAKER_02  Wait, but that's worse.
1682.40 1683.18 SPEAKER_02  That's more woke.
1683.48 1683.70 SPEAKER_02  Surely.
1684.20 1686.50 SPEAKER_02  Well, cause it's the belief that is the belief here, right?
1686.58 1690.28 SPEAKER_02  Isn't about the individual semantic content of diversity, equity, and inclusion.
1690.54 1698.60 SPEAKER_02  It's the belief that capital D capital E capital I diversity, equity, and inclusion is not just an HR bit of boilerplate.
1698.72 1704.24 SPEAKER_02  It's actually a like sort of critical theory conspiracy that's designed to sap our martial
1704.24 1710.58 SPEAKER_03  spirit. You're like, when you say DEI specifically, you are casting a spell.
1710.60 1711.16 SPEAKER_03  Yes.
1711.22 1713.84 SPEAKER_03  Talk to you by the majors at the Frankfurt school.
1714.16 1714.62 SPEAKER_02  Correct.
1714.74 1715.10 SPEAKER_03  Yes.
1715.30 1715.62 SPEAKER_03  Gotcha.
1716.04 1718.16 SPEAKER_03  And the same with ESG and stuff, I assume.
1718.78 1728.28 SPEAKER_02  So of course, obviously yet, yet another president, uh, put a politician who is unable to stop being bounced into things by the internet.
1728.28 1729.04 SPEAKER_03  Hmm.
1729.28 1735.64 SPEAKER_03  I mean, at least you've got, uh, Robert F. Kennedy, who is just personally getting bounced into things by the internet.
1736.14 1742.96 SPEAKER_03  Like not even donors, just like shit that he like sees from based Kekistani groper 1488 or whatever.
1742.96 1746.74 SPEAKER_02  Um, oh, that guy, Sunak's going after everyone wants him.
1746.96 1749.38 SPEAKER_03  He's kind of the new cat to two in many ways.
1749.58 1750.14 SPEAKER_02  Cat to three.
1750.52 1759.84 SPEAKER_02  Uh, so this is, but the, the funniest thing on, on Phillips before we sort of leave him for a time, um, is that he had this policy on, on AI, but it was not clear.
1759.88 1771.08 SPEAKER_02  He doesn't elaborate on sort of what he thinks he wants to do, but there's a little bit of a hint that came in one of the things he did to, to campaign, which was he, he created via open AI.
1771.28 1782.04 SPEAKER_02  So like a startup built something for him on top of the open AI interface, um, a startup called Delphi, um, and was contracted to build something called the Dean bot.
1783.40 1784.72 SPEAKER_02  Say again?
1785.02 1791.84 SPEAKER_03  The Dean bot, you know, when you automate the Dean, um, uh, I, I think I saw that episode of community.
1791.84 1792.24 SPEAKER_03  Yeah.
1792.24 1803.88 SPEAKER_02  So open AI basically, um, so he created a, uh, a chat bot of himself that voters could talk to in real time via a website.
1804.70 1808.52 SPEAKER_03  That's just a more pathetic version of the thing that Sunak was doing.
1808.74 1809.18 SPEAKER_02  Yeah.
1809.26 1815.48 SPEAKER_02  It's, it's, I, I want to be elected, but I don't want to interact directly with any of you filthy people.
1815.56 1815.96 SPEAKER_02  Yeah.
1816.02 1816.20 SPEAKER_02  Yeah.
1816.20 1816.42 SPEAKER_02  Yeah.
1816.76 1825.76 SPEAKER_02  And of course the hilarious thing is that chat GBT doesn't allow political campaigning, like doesn't allow the use of their program for political or open AI doesn't allow the use of chat GBT for political campaigning.
1825.82 1827.36 SPEAKER_02  So it's gotten taken down.
1827.36 1830.96 SPEAKER_02  So the Dean bot has, it, it, they killed the Dean bot.
1831.06 1831.22 SPEAKER_02  Yeah.
1831.22 1831.64 SPEAKER_02  They killed it.
1831.64 1832.56 SPEAKER_03  It was like Hitch bot.
1832.64 1834.36 SPEAKER_03  They found it by the side of the road.
1834.46 1838.62 SPEAKER_03  You know, Sam Altman, like beat its legs off the baseball bat and it's gone.
1839.14 1841.16 SPEAKER_02  So, but they said, right.
1841.20 1842.78 SPEAKER_02  They said, we envision a world.
1842.78 1846.32 SPEAKER_02  This is on the Dean bot website, which now says, apologize, apologies.
1846.62 1848.50 SPEAKER_02  Dean bot is away campaigning right now.
1848.78 1850.54 SPEAKER_02  It's like, no, it's been killed.
1850.88 1852.50 SPEAKER_02  They killed the fucking Dean bot.
1853.78 1857.44 SPEAKER_03  First assassination of the presidential candidate of this, this campaign.
1858.46 1860.46 SPEAKER_02  They got the Dean bot with the doohickey.
1861.12 1870.24 SPEAKER_02  Uh, it says, but it says on the website, we envision a world in the next five years where anyone will be able to use AI to speak directly to the president at any time.
1870.24 1874.48 SPEAKER_02  And the president can learn from the aggregated feedback of those conversations.
1874.62 1876.24 SPEAKER_03  President Eden, fallout three real.
1876.44 1876.66 SPEAKER_03  Cool.
1876.84 1877.16 SPEAKER_03  Okay.
1877.40 1877.80 SPEAKER_03  Fantastic.
1878.02 1879.74 SPEAKER_03  It's just going to be a big computer.
1880.30 1884.10 SPEAKER_03  I mean, listen, I'm not against that kind of direct democracy consensus bullshit.
1884.64 1886.86 SPEAKER_03  Um, we, we, we could do that.
1886.94 1891.38 SPEAKER_03  I'm not sure why there needs to be a vestigial human Dean in the White House.
1891.38 1892.66 SPEAKER_03  If it's just going to be the computer.
1892.98 1893.16 SPEAKER_02  Yeah.
1893.20 1897.34 SPEAKER_02  Let's just, well, maybe like Dean is the human face of chat GPT.
1897.40 1902.08 SPEAKER_03  I don't need that to be a face for, I don't, I don't think that the, the computer needs a Metatron in that way.
1902.14 1914.20 SPEAKER_03  Like if you want to send something out to like, you know, um, sort of shake hands or like sign the letters to like, uh, families of troops who have gotten killed after we invaded somewhere, just get Asimo to do it.
1914.28 1916.92 SPEAKER_03  You know, president Asimo.
1917.06 1918.30 SPEAKER_03  This is, this is my contention.
1918.30 1918.78 SPEAKER_02  Yeah.
1919.38 1922.58 SPEAKER_02  Dean Phillips, you're going to lose to Asimo on the write ends.
1922.58 1930.52 SPEAKER_03  Uh, but you know what the, if you are voting in a democratic primary, write in either ceasefire or Asimo.
1931.10 1931.50 SPEAKER_02  Yeah.
1932.10 1938.10 SPEAKER_02  Um, so that's the, this is, that's Dean and his fabulous band of merry men and his loyal retainers.
1938.14 1938.72 SPEAKER_02  Excuse me.
1939.24 1942.14 SPEAKER_02  Um, I expect to see much more of him in future.
1942.64 1943.34 SPEAKER_02  Uh, however.
1943.42 1943.52 SPEAKER_02  Yeah.
1943.52 1946.82 SPEAKER_03  We have our protagonist for, uh, for indecision 2024.
1946.82 1948.82 SPEAKER_02  Um, all right.
1948.82 1952.82 SPEAKER_02  So I want to do a quick startup and then we're going to read an article startup.
1952.98 1957.58 SPEAKER_02  It's called Scylla S C Y double L A.
1958.94 1959.38 SPEAKER_03  Okay.
1959.98 1964.70 SPEAKER_03  I mean, so, so we're in the realm of like education and training surely.
1965.42 1966.90 SPEAKER_02  No, but it does.
1966.96 1968.28 SPEAKER_02  It is often used in schools.
1968.28 1975.24 SPEAKER_02  No, it's a Scylla, the legendary monster, um, in, uh, like, like Scylla, like Scylla and
1975.24 1975.78 SPEAKER_03  Charybdis.
1975.78 1976.68 SPEAKER_02  Yes. That's right.
1976.72 1977.42 SPEAKER_02  Well, Scylla, yes.
1977.80 1978.04 SPEAKER_02  Scylla.
1978.04 1978.28 SPEAKER_02  Gotcha.
1978.44 1978.62 SPEAKER_02  Excuse me.
1979.06 1979.40 SPEAKER_04  Mm-hmm.
1979.64 1981.14 SPEAKER_02  Um, sorry.
1981.20 1983.36 SPEAKER_02  I don't mean to like humiliate you on a classics beef.
1983.80 1984.38 SPEAKER_02  That's fine.
1984.48 1987.82 SPEAKER_02  It's a, it's a, it's a name I more frequently read than say.
1988.32 1988.64 SPEAKER_04  Mm-hmm.
1988.66 1993.26 SPEAKER_02  Uh, so this is, uh, this is who we're talking about.
1993.50 1995.52 SPEAKER_02  It is named after the legendary sea monster.
1996.14 2006.32 SPEAKER_02  And I can tell you actually that, uh, their values are, um, discipline, teamwork, and, uh, what's the, what's the third value?
2007.12 2009.50 SPEAKER_02  Uh, uh, being yourself and having fun with it.
2009.58 2010.04 SPEAKER_02  I don't know.
2010.28 2010.68 SPEAKER_02  Yeah.
2010.68 2012.12 SPEAKER_02  I, I had it up in front of me.
2012.58 2013.82 SPEAKER_02  Um, this should help though.
2013.82 2016.32 SPEAKER_02  Uh, collaboration, discipline, collaboration, and teamwork.
2016.32 2017.60 SPEAKER_02  So, and it's called.
2017.98 2023.34 SPEAKER_03  That's kind of like quite dystopian near future sort of governing ideology, right?
2023.42 2028.14 SPEAKER_03  Like, I feel like I want to see that projected like 200 feet tall on the side of a skyscraper.
2029.00 2029.20 SPEAKER_02  Hmm.
2029.46 2038.74 SPEAKER_02  Well, um, I can also tell you, um, that they're laser focused to use advanced AI powered video analytics to protect human life.
2039.10 2039.68 SPEAKER_03  Oh boy.
2039.68 2050.02 SPEAKER_03  I mean, so it's going to do, you said in schools, it's the AI that watches CCTV footage to see if there is a fight happening.
2050.50 2050.80 SPEAKER_03  Correct.
2050.98 2051.24 SPEAKER_02  Yes.
2051.64 2052.92 SPEAKER_02  That's incredible what it is.
2053.56 2055.78 SPEAKER_03  I, I, I, sure.
2056.20 2056.50 SPEAKER_03  Yeah.
2056.84 2057.20 SPEAKER_03  Fuck it.
2057.24 2057.62 SPEAKER_03  Why not?
2057.80 2059.56 SPEAKER_03  We've, we've already got the vape detector.
2059.76 2062.74 SPEAKER_03  We're now going to get the like, uh, pushing and shoving detector.
2063.10 2069.34 SPEAKER_02  Uh, so I, I sent a, um, I sent a, uh, an image to our group chat earlier.
2069.34 2071.80 SPEAKER_02  Anomaly detection and behavior recognition.
2072.20 2075.00 SPEAKER_02  Hussein, could you please describe to me what's in that image?
2075.48 2080.44 SPEAKER_00  Um, uh, it is.
2080.60 2089.00 SPEAKER_00  So the, the image that you sent, uh, see, is it, is describe itself as a identify high impact anomalous events as they occur.
2089.44 2095.06 SPEAKER_00  And the picture is of a guy who is trying to fight three other guys.
2095.06 2107.26 SPEAKER_00  And there's a red square where part of the guy's head, like the guy, we'll call him guy, the one who's fighting the other, you know, it, it, it looks like a scene from like the power rangers when they're sort of fighting the pussies.
2107.52 2107.62 SPEAKER_03  Yeah.
2107.68 2113.28 SPEAKER_03  What they've done is they've drawn a red box around a guy who is throwing a like really high kick.
2113.28 2119.76 SPEAKER_03  So what it kind of suggests to me is that the AI is going to detect if you are like moving on some John wick shit.
2120.16 2120.46 SPEAKER_00  Yeah.
2120.82 2122.38 SPEAKER_00  Uh, except like no one's really hitting each other.
2122.44 2128.64 SPEAKER_00  I mean, like on the left hand side, there's like one of his opponents, but he's got his fist, like a bit too high up to really do anything.
2128.76 2130.04 SPEAKER_00  It's, it's, it's very strange.
2130.08 2138.26 SPEAKER_00  It does sort of remind me a lot of like, it does remind me a lot of like, like old power rangers where you could see that they weren't actually really hitting anyone.
2138.26 2141.42 SPEAKER_00  So their kicks were like not landing anywhere close.
2141.92 2143.98 SPEAKER_00  It, yeah, it looks like a bit, it looks like a bit kayfabe.
2144.24 2148.98 SPEAKER_03  But I mean, if, if, if that happens in your school, then this thing will alert the school cops.
2149.44 2149.60 SPEAKER_03  You know?
2149.64 2157.12 SPEAKER_00  I mean this, I mean, what, what is, is the premonition that like it will do something if it detects that one person is trying to take on three guys?
2157.74 2164.74 SPEAKER_03  Like I just, I just, I just like the idea of the new conservative, like hysteria being that kids in schools are identifying as power rangers.
2164.74 2168.52 SPEAKER_03  Well, it's that we need a John Wick detector in the schools.
2169.08 2169.42 SPEAKER_02  Yeah.
2169.76 2176.70 SPEAKER_02  So they say the leading real time physical threat detection solutions, they're not just for schools, they're for anything, right?
2176.70 2177.60 SPEAKER_02  They just have a school.
2177.60 2179.22 SPEAKER_00  I mean, you could be John Wick anywhere.
2179.42 2181.42 SPEAKER_00  You could be in the museum, the library.
2181.80 2185.14 SPEAKER_03  You have been identified as doing sick John Wick moves.
2186.80 2196.56 SPEAKER_03  But the thing is, right, if you do that in Britain, right, you, you buy all of this software wholesale from, I presume the U S which means it comes with a cool American voice.
2196.64 2198.76 SPEAKER_03  So it will be like citizen stop that.
2199.14 2205.68 SPEAKER_03  And then because you're in Britain, it will have to be like, please wait 60 to 90 minutes for a PCSO to show up.
2206.36 2208.56 SPEAKER_02  So, uh, but it, it does.
2208.64 2210.90 SPEAKER_02  It's for alerting private security, right?
2210.96 2212.92 SPEAKER_03  Most of course it fucking is.
2212.94 2214.44 SPEAKER_02  We can't do anything publicly anymore.
2214.44 2216.06 SPEAKER_02  Law enforcement can use it.
2216.12 2218.14 SPEAKER_02  It's one of these things where it's just an AI system.
2218.54 2222.20 SPEAKER_02  Whoever wants to buy it, whoever wants to get alerted, they'll put it together for you.
2222.78 2223.68 SPEAKER_02  Um, pretty standard.
2224.02 2228.20 SPEAKER_02  So they process, so they, so they have a video stream on any camera.
2228.20 2238.54 SPEAKER_02  They process the video stream to, uh, to develop meaningful insights, but activity and objects and their algorithm, uh, chair on, uh, the ferryman who crosses you over the river stick.
2239.06 2243.44 SPEAKER_03  Um, I think, I think we need to do something about people who know about classics.
2243.44 2246.98 SPEAKER_03  And I, I realized that includes myself, but I'm willing to take one for the team, you
2246.98 2257.48 SPEAKER_02  know? So they verify suspicious content in real time through the smart decision-making algorithm char on information on the object activity or identity is retrieved and forwarded to the alerting protocols.
2257.48 2261.64 SPEAKER_02  So if you're a school, it might be like in the U S cause this is where this is mostly marketed.
2261.64 2264.28 SPEAKER_02  It would be the like school cops.
2264.94 2274.74 SPEAKER_02  You know, if you're a private company and you have like a watch list of employees that you think might be like, you know, doing something that you don't like, then if they meet together, you'll get a ping.
2275.28 2276.16 SPEAKER_02  Security will get a ping.
2276.16 2280.88 SPEAKER_02  So it's, it's a very broad use cases if it works, which is always doubtful.
2281.48 2281.56 SPEAKER_01  Sure.
2281.72 2289.78 SPEAKER_02  Um, so, so, uh, testimonials come from, um, James McJunkin, who's the VP.
2291.00 2291.52 SPEAKER_02  Sorry.
2291.98 2292.92 SPEAKER_02  Come on.
2293.44 2300.40 SPEAKER_02  James McJunkin, the former VP of security for the Chicago Cubs baseball club.
2300.40 2309.62 SPEAKER_03  Again, going to Chicago and seeing that like, yeah, perfectly matched name, job and location,
2309.92 2314.54 SPEAKER_02  you know, as well as Gary Slater, the CEO of the Iowa state fair.
2315.38 2320.08 SPEAKER_03  Yeah. I mean, listen, shit has not popped off John Wickstuff at the Iowa state fair.
2320.08 2329.18 SPEAKER_03  And as far as I'm aware ever, right, no one's been doing like sort of like dives through the air that, you know, uh, shooting people in the head next to the butter cow.
2329.18 2330.40 SPEAKER_03  Well, not yet.
2330.72 2334.36 SPEAKER_03  Well, and this is the thing, the price of the watchword of Liberty is eternal vigilance.
2334.84 2343.54 SPEAKER_02  Um, so they say we are living in times of social unrest, which compels law enforcement professionals to risk their lives in order to protect the life and property of millions of citizens.
2343.92 2344.08 SPEAKER_03  Yeah.
2344.12 2348.28 SPEAKER_03  I mean that every, every cop at the Iowa state fair is taking their life in their fucking hands.
2348.64 2352.50 SPEAKER_02  Uh, from monitoring protests to nabbing, apprehending those committing crimes.
2352.58 2354.34 SPEAKER_02  Oh, little typo there.
2354.62 2359.16 SPEAKER_03  So maybe your AI couldn't decide which one of those was in the right register, I guess.
2359.18 2362.04 SPEAKER_02  You know, there is so much that these agencies must do.
2362.12 2369.78 SPEAKER_02  And with so much to be done, these agencies should examine the choice between recruiting more officers or deploying AI and machine learning technologies to decrease crime.
2370.20 2370.30 SPEAKER_03  Yeah.
2370.38 2370.64 SPEAKER_03  Great.
2370.74 2372.10 SPEAKER_03  Automate the panopticon show.
2372.20 2373.46 SPEAKER_03  I've been here a thousand times before.
2373.46 2386.16 SPEAKER_02  But the, uh, the school I think is an interesting, um, an interesting use case because they're not just monitoring now for, uh, vaping or for people gathering.
2386.58 2393.50 SPEAKER_02  Uh, they say due to the large number of students in each school, it would be unrealistic to expect only a handful of security guards to monitor each one of them.
2393.84 2394.04 SPEAKER_03  Yes.
2394.10 2406.92 SPEAKER_03  I mean, I think that kind of illustrates to me the futility of trying to do this shit in the first place, you know, maybe, maybe not every child in the school needs constant 24 seven oversight.
2407.06 2408.22 SPEAKER_03  Maybe that's bad for them.
2408.54 2421.00 SPEAKER_03  Maybe one of the reasons why we invented schools is that it would be a safer environment where you wouldn't need to like watch a child constantly to see if they were engaging in like unsafe or unwanted or dangerous behaviors.
2421.22 2422.52 SPEAKER_03  Or check this out.
2422.52 2428.62 SPEAKER_02  What if instead of having a handful of security guards to monitor each one of them, each child gets a retainer?
2428.74 2429.16 SPEAKER_02  Oh boy.
2430.02 2430.42 None  Okay.
2430.70 2431.30 SPEAKER_02  Yeah, sure.
2431.32 2439.06 SPEAKER_02  That's not what they're proposing, but you know, let's, let's, you know, each child is his own Damio and he gets a samurai and he or she gets a samurai to protect them.
2439.66 2444.60 SPEAKER_03  I think that there have probably been multiple animes made with this premise.
2445.28 2452.82 SPEAKER_02  So, um, stationary security cameras not make this any easier because their digital video recording only gathers information and stores it for later use.
2452.88 2454.62 SPEAKER_03  My samurai could beat up your samurai.
2455.48 2462.32 SPEAKER_02  Therefore, the need of the hour is security infrastructure capable of mitigating a wide variety of risks, such as school shootings, and this can be made possible.
2462.44 2464.42 SPEAKER_03  That's not going to mitigate shit, dude.
2464.48 2473.14 SPEAKER_03  Like if someone's starting a school shooting, then like you get a pretty good indication of that because the people are getting shot.
2473.28 2478.76 SPEAKER_03  Like the problem is not people not knowing to call the cops in that situation.
2478.76 2483.02 SPEAKER_03  The problem is the cops showing up and being on their phones outside for an hour and a half.
2483.52 2487.84 SPEAKER_02  Well, they say that they can use AI to detect guns unless the gun is concealed.
2488.34 2488.78 SPEAKER_03  Great.
2488.88 2489.16 SPEAKER_03  Perfect.
2489.48 2490.94 SPEAKER_03  No one's ever concealed a gun.
2491.18 2491.54 SPEAKER_03  They say.
2491.92 2501.34 SPEAKER_03  And if you're not concealing a gun going into a school, then as, as I say, things are probably about to escalate to a point that someone is like a human is going to call the cops anyway.
2501.78 2506.06 SPEAKER_02  They say to be able to detect a firearm, we require a minimum of 30 pixels per feet.
2506.06 2515.14 SPEAKER_02  So long as this resolution is met for the maximum distance to the subject for our camera, our algorithm to detect firearms at virtually any angle, so long as the firearm is not concealed.
2515.70 2516.06 SPEAKER_03  Okay.
2516.50 2516.90 SPEAKER_03  Sure.
2517.12 2517.56 SPEAKER_02  Which is great.
2517.60 2525.80 SPEAKER_02  So it's like, well, I guess if the firearm is concealed, we just have to like monitor the vibes, like see if they're doing high kicks or John Wick shit.
2526.24 2526.48 SPEAKER_02  Yeah.
2526.48 2528.92 SPEAKER_02  And then we can say, check this guy's bag for a firearm.
2529.10 2529.30 SPEAKER_03  Yeah.
2529.36 2534.00 SPEAKER_03  We've, we've detected that this child is about to pay for something using a gold pirate coin.
2534.00 2535.82 SPEAKER_03  So I think that's probably a good indication.
2535.94 2537.64 SPEAKER_03  He's got a Kimber warrior in the backpack.
2538.20 2552.28 SPEAKER_02  So they say, uh, we use cameras to detect visible firearms and trigger a response, such as issuing text alerts to security staff or emergency personnel, sounding audible doors, locking down doors, or even connecting with an existing system.
2552.36 2556.80 SPEAKER_02  I love that the lockdown doors that they can, they can do like the geo front locking down animation.
2556.80 2558.44 SPEAKER_02  If someone comes in with a gun.
2558.96 2559.08 None  Yeah.
2559.38 2565.38 SPEAKER_02  Um, we also say that they can monitor for people from watch lists, identify aggressive behavior.
2565.60 2569.56 SPEAKER_02  Again, I wonder how they're going to determine whether behavior is aggressive.
2570.14 2570.72 SPEAKER_02  I don't know.
2570.92 2572.66 SPEAKER_02  Uh, probably nothing sinister.
2573.18 2573.36 SPEAKER_04  Yeah.
2573.50 2574.22 SPEAKER_02  Oh, heavens no.
2574.74 2577.56 SPEAKER_02  And of course they can, they can, I love this.
2577.60 2578.68 SPEAKER_02  This is my favorite sentence.
2579.20 2589.22 SPEAKER_02  Silla works as a piece of software that detects, identifies and reports to left directly to law enforcement every time a gun is drawn in a school as though, again, no one else is going to do that.
2589.30 2590.22 SPEAKER_02  You won't just call them.
2590.56 2590.86 SPEAKER_02  Hmm.
2591.28 2591.58 SPEAKER_03  Yeah.
2591.74 2598.26 SPEAKER_03  No, I mean, also don't a ton of American schools already have metal detectors and shit in the first place.
2598.64 2607.16 SPEAKER_03  Like, unless, unless your kid is bringing in the fucking diehard to, you know, Glock nine porcelain gun from Germany that doesn't, uh, set off your airport metal detectors.
2607.46 2609.18 SPEAKER_03  Like what the fuck?
2609.18 2614.50 SPEAKER_03  Uh, this is just, it, it just seems like such a nonsense to me.
2614.94 2616.00 SPEAKER_02  Well, you're right.
2616.06 2616.94 SPEAKER_02  It is right.
2616.98 2617.88 SPEAKER_02  It is a nonsense.
2618.02 2625.18 SPEAKER_03  It's just like harvesting school budgets for the, uh, for the ability to like surveil kids slightly more.
2625.58 2626.02 SPEAKER_03  Yes.
2626.52 2628.72 SPEAKER_02  That is quite literally what it is doing.
2629.16 2629.42 SPEAKER_02  Hmm.
2629.62 2634.86 SPEAKER_02  Um, they even say, yes, Silla seems very expensive, but can you really put a price on safety?
2634.98 2636.10 SPEAKER_02  Plus you can save money.
2636.52 2637.02 SPEAKER_02  How expensive is it?
2637.02 2642.08 SPEAKER_02  Um, well, they don't say on their website, you probably, it's probably one of these things where it's like, if you have to ask, you can't afford it.
2642.36 2642.48 SPEAKER_02  Yeah.
2642.52 2645.10 SPEAKER_02  But it's, it's, that's how a lot of stuff is priced up now.
2645.22 2648.42 SPEAKER_02  It's just like, oh yeah, it's, it costs something.
2649.20 2658.62 SPEAKER_02  Um, anyway, anyway, just shall we, shall we end on, um, a little article I'm calling the Hasbara factory.
2659.22 2659.64 SPEAKER_02  Yeah.
2659.66 2660.30 SPEAKER_02  Let's do it.
2660.30 2660.74 SPEAKER_02  Yeah.
2660.86 2667.62 SPEAKER_02  So I don't know if you, uh, I don't know if you've heard of this, but Israel has, uh,
2667.62 2669.06 SPEAKER_03  I've heard, I've heard of Israel. Yeah.
2669.08 2670.06 SPEAKER_02  Heard of this Israel stuff.
2670.64 2673.02 SPEAKER_03  Um, Israel with the big air quotes.
2673.10 2673.60 SPEAKER_02  It's like, no.
2673.60 2680.14 SPEAKER_02  Uh, so this is, this is from, um, the paper Haaretz, which cites like numerous sources with knowledge of the matter.
2680.14 2695.50 SPEAKER_02  Um, and the article opens, Israel has responded to its clear loss to Hamas on the digital battlefield by making its first ever purchase of a technological system capable of conducting mass online influence campaigns, according to numerous sources with knowledge of the matter.
2695.50 2707.62 SPEAKER_03  Listen, you know, who's conducting a mass online influence campaign is unintentionally the IDF soldiers who can't stop filming themselves, committing war crimes.
2707.80 2717.94 SPEAKER_03  And the reason why they can't stop committing war crimes and filming it isn't just because the IDF is a kind of like undisciplined colonial police force that's been let wildly off the leash.
2717.94 2727.82 SPEAKER_03  It's because Israeli society in general to a sort of vast majority, not only approves of the war crimes and the genocide, but thinks that they should go further.
2728.26 2733.74 SPEAKER_03  Uh, thinks that like the woke Americans are the only things holding them back and thinks that more of them should happen.
2734.24 2751.66 SPEAKER_03  Um, that's the kind of like thing underlying all of the technology and all of the like cyber war public relations, psyop shit happening here is that like, ultimately the, the facts on the ground are that Israel is committing a genocide and the majority of the Israeli population like it and want it to be worse.
2752.36 2752.40 SPEAKER_03  Hmm.
2752.40 2755.04 SPEAKER_03  And this is, we talked about this before, right?
2755.08 2765.76 SPEAKER_02  This is a familiar pattern to us, which is trying to solve what is essentially a political problem using technology and not acknowledging.
2766.04 2766.80 SPEAKER_03  It's like, what the fuck?
2766.82 2768.26 SPEAKER_03  We're getting owned on our posts.
2768.44 2783.70 SPEAKER_03  And the, you know, the reason why we're getting owned on our posts is because like of the Al Qasem cyber brigades, instead of the fact that people can go on their phones and see a video of like three grinning dipshits detonating an entire apartment block.
2783.76 2785.90 SPEAKER_00  Well, this is, this is, this is also like another part of it too.
2785.98 2791.50 SPEAKER_00  Like the, they like, they just can't get, I don't know whether there's been an effort to try and get them to start posting.
2791.92 2792.54 SPEAKER_00  I don't think so.
2792.80 2797.74 SPEAKER_00  But the fact is that like, they just keep posting the worst and most heinous shit.
2797.88 2804.92 SPEAKER_00  And like someone made a point, I can't remember who it was, but like they made a quite a good point, which is like a lot of these posts are sort of like not really designed for us.
